4-8	40.7558441162	-73.9908599854	8199.5800842965
4-8	40.6446075439	-73.782119751	6441.447732666299
4-8	40.7503509521	-73.9908599854	5887.2119998875
4-8	40.7572174072	-73.9894866943	5166.479522369999
4-8	40.7503509521	-73.9922332764	4061.4753335568003
4-8	40.645980835	-73.7766265869	3402.9306157974993
4-8	40.7517242432	-73.9936065674	3262.7148072068
4-8	40.7558441162	-73.9894866943	3199.2130048782
4-8	40.7503509521	-73.9949798584	2817.1094365534
4-8	40.7489776611	-73.9922332764	2510.1363740303004
4-8	40.7572174072	-73.9908599854	2456.1524772602997
4-8	40.7517242432	-73.9757537842	2061.5071396614
4-8	40.7695770264	-73.960647583	1963.65952916898
4-8	40.7668304443	-73.9537811279	1821.2812135954002
4-8	40.7517242432	-73.9785003662	1735.6953012917897
4-8	40.7489776611	-73.9908599854	1735.3762638314
4-8	40.7558441162	-73.9771270752	1670.7396046268502
4-8	40.7654571533	-73.963394165	1668.94390577771
4-8	40.647354126	-73.7903594971	1668.0837281805
4-8	40.7791900635	-73.9551544189	1610.2914304480998
4-8	40.7668304443	-73.95652771	1576.3338361050799
4-8	40.7503509521	-73.9936065674	1569.5829955590998
4-8	40.7517242432	-73.9771270752	1550.2653067625
4-8	40.6446075439	-73.7766265869	1536.4173115022804
4-8	40.7723236084	-73.9524078369	1512.6364929644997
4-8	40.7682037354	-73.962020874	1497.23010120862
4-8	40.7695770264	-73.9551544189	1484.9199925379003
4-8	40.7311248779	-73.9826202393	1441.4288369076999
4-8	40.7530975342	-73.9785003662	1401.13822751
4-8	40.7723236084	-73.9496612549	1399.16846088006
4-8	40.7709503174	-73.9537811279	1369.2752169162
4-8	40.7572174072	-73.9936065674	1367.0524075447
4-8	40.737991333	-73.9839935303	1325.3893830265
4-8	40.7558441162	-73.9647674561	1321.48730278584
4-8	40.7654571533	-73.9661407471	1314.8878636662002
4-8	40.7489776611	-73.9881134033	1311.6501780235
4-8	40.7709503174	-73.9510345459	1304.9017931386902
4-8	40.7517242432	-73.9908599854	1299.5406243459
4-8	40.7558441162	-73.9730072021	1295.7264381571
4-8	40.7723236084	-73.9469146729	1287.86089671612
4-8	40.7530975342	-73.9771270752	1284.70140391327
4-8	40.7160186768	-74.0155792236	1279.28661354646
4-8	40.7421112061	-73.9812469482	1276.895682585
4-8	40.7668304443	-73.9826202393	1276.4988477612
4-8	40.7695770264	-73.9510345459	1275.8160558975198
4-8	40.7791900635	-73.9537811279	1263.2481991744
4-8	40.7709503174	-73.95652771	1247.496589676
4-8	40.7833099365	-73.9551544189	1242.8916116109299
4-8	40.7750701904	-73.9826202393	1233.5508669602004
4-8	40.7627105713	-73.9661407471	1225.868375371
4-8	40.7791900635	-73.95652771	1225.52280357
4-8	40.7627105713	-73.9826202393	1220.4535345924
4-8	40.7434844971	-73.9798736572	1220.2257070681999
4-8	40.7627105713	-73.9785003662	1211.7564011398001
4-8	40.7530975342	-73.9757537842	1209.16668723518
4-8	40.7736968994	-73.957901001	1206.5033987007998
4-8	40.7640838623	-73.9812469482	1200.4211947181
4-8	40.7640838623	-73.959274292	1191.925769166
4-8	40.7682037354	-73.95652771	1175.0723184645801
4-8	40.740737915	-73.9812469482	1154.0567459284
4-8	40.7434844971	-73.9922332764	1141.4400091449997
4-8	40.7736968994	-73.9551544189	1137.033445832
4-8	40.7640838623	-73.9647674561	1136.68030797494
4-8	40.7462310791	-73.9785003662	1136.2744325127999
4-8	40.7517242432	-73.9922332764	1126.3896755813998
4-8	40.7050323486	-74.0073394775	1119.209691327
4-8	40.7805633545	-73.95652771	1117.5652263942302
4-8	40.73387146	-74.0059661865	1110.8447909866
4-8	40.739364624	-73.9826202393	1098.4189331113998
4-8	40.7805633545	-73.9551544189	1093.2488440767697
4-8	40.7805633545	-73.9496612549	1091.4561947635002
4-8	40.7599639893	-73.9853668213	1087.7588455508
4-8	40.7476043701	-73.9812469482	1087.7263965526
4-8	40.7640838623	-73.9826202393	1085.3118586298
