8-12,40.7503509521,-73.9908599854,15059.515562177
8-12,40.7558441162,-73.9908599854,11335.918408865
8-12,40.7695770264,-73.8631439209,10906.821080916
8-12,40.7517242432,-73.9936065674,10465.189651551998
8-12,40.7736968994,-73.872756958,9387.776033568
8-12,40.7736968994,-73.871383667,8241.766693427
8-12,40.7503509521,-73.9922332764,7576.181830153001
8-12,40.7489776611,-73.9922332764,7235.27736279
8-12,40.7668304443,-73.9537811279,6623.00586335
8-12,40.7572174072,-73.9894866943,6562.005442921
8-12,40.7517242432,-73.9757537842,6475.750014621
8-12,40.7517242432,-73.9785003662,6331.168253356
8-12,40.7503509521,-73.9949798584,6166.009228282999
8-12,40.7530975342,-73.9785003662,5895.410751272
8-12,40.6446075439,-73.782119751,5399.254713422
8-12,40.7695770264,-73.960647583,5230.186550208
8-12,40.7517242432,-73.9771270752,5010.449883605
8-12,40.7682037354,-73.9826202393,4916.976169829
8-12,40.7627105713,-73.9785003662,4748.413076003999
8-12,40.7682037354,-73.962020874,4586.5233486960005
8-12,40.7558441162,-73.9730072021,4556.942119792
8-12,40.7654571533,-73.963394165,4377.614832376
8-12,40.7434844971,-73.9839935303,4309.076071431
8-12,40.7791900635,-73.9537811279,4298.294851745
8-12,40.7654571533,-73.9551544189,4284.244261013
8-12,40.7791900635,-73.9551544189,4203.68980078
8-12,40.7627105713,-73.9826202393,4035.38978455
8-12,40.7558441162,-73.9743804932,3957.0223250500003
8-12,40.7805633545,-73.9812469482,3935.070279136
8-12,40.7833099365,-73.9551544189,3817.253874555
8-12,40.7489776611,-73.9881134033,3782.9757365764
8-12,40.7668304443,-73.9826202393,3716.412122522
8-12,40.7503509521,-73.9936065674,3679.6422408139997
8-12,40.7627105713,-73.9661407471,3640.426854574
8-12,40.7558441162,-73.9647674561,3549.904288972
8-12,40.645980835,-73.7766265869,3539.816928311
8-12,40.7585906982,-73.9853668213,3524.1377236199996
8-12,40.7640838623,-73.9812469482,3523.285439632
8-12,40.7640838623,-73.9771270752,3504.6757791040004
8-12,40.7476043701,-73.9812469482,3495.423654567
8-12,40.7668304443,-73.95652771,3491.424397931
8-12,40.7640838623,-73.9647674561,3491.2217022620002
8-12,40.7434844971,-73.9922332764,3486.3915778070004
8-12,40.7640838623,-73.9688873291,3442.1922175994
8-12,40.7421112061,-73.9743804932,3431.8915816260005
8-12,40.7572174072,-73.9743804932,3429.701701842
8-12,40.7146453857,-74.0155792236,3422.3961747020003
8-12,40.7462310791,-73.9716339111,3377.258979974
8-12,40.7750701904,-73.9826202393,3335.5932278379996
8-12,40.7723236084,-73.9524078369,3313.014664253
8-12,40.7613372803,-73.9688873291,3306.146514203
8-12,40.739364624,-73.9867401123,3301.481182951
8-12,40.7682037354,-73.8631439209,3281.7844433094
8-12,40.7736968994,-73.962020874,3250.033281417
8-12,40.7462310791,-73.9798736572,3245.4715293130002
8-12,40.7558441162,-73.9771270752,3245.285990804
8-12,40.7448577881,-73.9949798584,3203.4036611359998
8-12,40.7750701904,-73.963394165,3189.098870472
8-12,40.7489776611,-73.9798736572,3135.659101685
8-12,40.7572174072,-73.9716339111,3110.9172911200003
8-12,40.7682037354,-73.9812469482,3110.310696178
8-12,40.7599639893,-74.0032196045,3106.6922105289996
8-12,40.7572174072,-73.963394165,3103.528850203
8-12,40.7682037354,-73.9853668213,3094.538240955
8-12,40.7558441162,-73.9894866943,3091.893851027
8-12,40.7558441162,-73.9757537842,3068.343603821
8-12,40.7421112061,-73.9936065674,3066.9244428169995
8-12,40.7736968994,-73.9551544189,3057.67550852
8-12,40.7503509521,-73.9785003662,3038.330820408
8-12,40.7599639893,-73.9853668213,3007.8292304250003
8-12,40.7846832275,-73.9537811279,2999.597050586
8-12,40.7476043701,-73.9894866943,2974.4543730988003
8-12,40.7476043701,-73.9853668213,2969.419442079
8-12,40.7613372803,-73.9867401123,2964.662358853
