hour,latitude,longitude,weight
16-20,40.6624603271,-73.9304351807,25.25510279814
16-20,40.6830596924,-73.9990997314,25.249574285580003
16-20,40.6748199463,-73.9716339111,25.248410894400003
16-20,40.7462310791,-73.9331817627,25.21963488102
16-20,40.8094024658,-73.9551544189,25.216093826109997
16-20,40.7682037354,-73.8919830322,25.2058246436
16-20,40.7942962646,-74.0100860596,25.20137216758
16-20,40.7778167725,-74.0100860596,25.20137216758
16-20,40.7901763916,-74.0100860596,25.20137216758
16-20,40.7860565186,-74.0100860596,25.20137216758
16-20,40.7791900635,-74.0100860596,25.20137216758
16-20,40.7805633545,-74.0100860596,25.20137216758
16-20,40.7888031006,-74.0100860596,25.20137216758
16-20,40.7833099365,-74.0100860596,25.20137216758
16-20,40.8121490479,-73.9441680908,25.197928543319996
16-20,40.6967926025,-73.8137054443,25.19630691858
16-20,40.7187652588,-73.9743804932,25.181378175389998
16-20,40.7558441162,-73.9400482178,25.17945052828
16-20,40.6912994385,-73.8013458252,25.17936636358
16-20,40.7709503174,-73.9771270752,25.177409363940004
16-20,40.7956695557,-73.959274292,25.16612485339
16-20,40.821762085,-73.9455413818,25.15019035638
16-20,40.6858062744,-73.9867401123,25.146177818510004
16-20,40.6679534912,-73.9812469482,25.138799783190002
16-20,40.7462310791,-73.9427947998,25.13789206365
16-20,40.7970428467,-73.9537811279,25.111898141459996
16-20,40.7956695557,-73.9537811279,25.0910052055
16-20,40.6748199463,-74.0004730225,25.067261637839998
16-20,40.7228851318,-73.9524078369,25.057326408789997
16-20,40.7311248779,-73.9537811279,25.05580739607
16-20,40.7283782959,-73.9551544189,25.054037021460005
16-20,40.8519744873,-73.9345550537,25.038310110380003
16-20,40.7105255127,-73.9894866943,25.037126439079998
16-20,40.735244751,-73.9771270752,25.01742492028
16-20,40.6995391846,-73.9990997314,25.01085645374
16-20,40.7421112061,-73.9194488525,25.0079474207
16-20,40.6858062744,-73.8013458252,25.004322540140002
16-20,40.7695770264,-74.0100860596,25.00052740668
16-20,40.7654571533,-74.0100860596,25.00052740668
16-20,40.7668304443,-74.0100860596,25.00052740668
16-20,40.7201385498,-74.0155792236,24.999643106249998
16-20,40.7572174072,-73.9400482178,24.968923917460003
16-20,40.7929229736,-73.9359283447,24.9610429791
16-20,40.7695770264,-73.87550354,24.949674519800002
16-20,40.6844329834,-73.8013458252,24.94944898862
16-20,40.737991333,-74.0128326416,24.942345625119998
16-20,40.737991333,-74.0142059326,24.942345625119998
16-20,40.8135223389,-73.9276885986,24.93871041979
16-20,40.7723236084,-73.9167022705,24.937789138310002
16-20,40.8094024658,-73.9373016357,24.925196656879997
16-20,40.7105255127,-73.9675140381,24.906257079710002
16-20,40.7448577881,-73.8864898682,24.89231292948
16-20,40.7421112061,-73.9084625244,24.883996775139998
16-20,40.6926727295,-73.8082122803,24.877838290249997
16-20,40.7146453857,-73.9537811279,24.86558117334
16-20,40.7668304443,-73.9194488525,24.84463251469
16-20,40.8190155029,-73.9400482178,24.84448202158
16-20,40.7695770264,-73.9235687256,24.834172447069996
16-20,40.9082794189,-73.9057159424,24.83279578504
16-20,40.9069061279,-73.9057159424,24.83279578504
16-20,40.6652069092,-73.9936065674,24.81790207759
16-20,40.7146453857,-73.9949798584,24.817614315340002
16-20,40.6954193115,-73.8137054443,24.8154894175
16-20,40.7132720947,-73.9881134033,24.81182398687
16-20,40.7434844971,-73.9263153076,24.804308211139997
16-20,40.7627105713,-73.9345550537,24.79917031702
16-20,40.911026001,-73.9057159424,24.79429891521
16-20,40.6871795654,-73.8013458252,24.78884561136
16-20,40.7956695557,-73.9263153076,24.7887249526
16-20,40.736618042,-74.0128326416,24.75601660244
16-20,40.821762085,-73.9551544189,24.74049313299
16-20,40.7956695557,-73.9235687256,24.73806211208
16-20,40.7297515869,-73.9551544189,24.73735906294
16-20,40.7901763916,-73.957901001,24.73068466123
16-20,40.6899261475,-73.8013458252,24.727873139419998
16-20,40.7682037354,-73.8768768311,24.720987798109995
16-20,40.6899261475,-73.8068389893,24.7199640785
16-20,40.8519744873,-73.9400482178,24.71442969703
16-20,40.8039093018,-73.9414215088,24.70841646326
16-20,40.6748199463,-73.9990997314,24.706771654119997
16-20,40.6912994385,-73.8109588623,24.706687022479997
16-20,40.7860565186,-73.9469146729,24.69781686596
16-20,40.7283782959,-73.9510345459,24.69366695993
16-20,40.7517242432,-73.9249420166,24.69110390867
16-20,40.7558441162,-73.9386749268,24.68604386711
16-20,40.6624603271,-73.8054656982,24.67433688851
16-20,40.7517242432,-73.9139556885,24.67210371345
16-20,40.6926727295,-73.8109588623,24.66743125976
16-20,40.7530975342,-74.0073394775,24.66621037658
16-20,40.7682037354,-73.8906097412,24.6645472021
16-20,40.6816864014,-73.9826202393,24.65096552724
16-20,40.7682037354,-73.9469146729,24.64802846625
16-20,40.7640838623,-73.9290618896,24.63994990385
16-20,40.7201385498,-73.957901001,24.637872369209997
16-20,40.7160186768,-73.9647674561,24.62158640489
16-20,40.821762085,-73.9441680908,24.62021983017
16-20,40.6542205811,-73.7944793701,24.617524019429997
16-20,40.6748199463,-73.9867401123,24.61388994256
16-20,40.825881958,-73.9496612549,24.612606777689997
16-20,40.6624603271,-73.8040924072,24.60389104764
16-20,40.6816864014,-73.9785003662,24.59917980603
16-20,40.7297515869,-73.95652771,24.59528180599
16-20,40.647354126,-73.7917327881,24.592271194700004
16-20,40.7476043701,-73.9537811279,24.59194278585
16-20,40.6638336182,-73.787612915,24.582530413180002
16-20,40.7448577881,-73.9373016357,24.56424195596
16-20,40.7723236084,-73.9194488525,24.536062678580002
16-20,40.6981658936,-73.9688873291,24.52546704266
16-20,40.6981658936,-73.9853668213,24.491968024609996
16-20,40.7668304443,-73.8851165771,24.48894434306
16-20,40.6954193115,-73.9675140381,24.485853852010003
16-20,40.6610870361,-73.8040924072,24.479349310739998
16-20,40.7462310791,-73.9318084717,24.453696154630002
16-20,40.823135376,-73.9373016357,24.4534410588
16-20,40.82862854,-73.9469146729,24.45199290232
16-20,40.7860565186,-73.959274292,24.43458202856
16-20,40.6748199463,-73.9757537842,24.420079625570004
16-20,40.7929229736,-73.9785003662,24.3921352025
16-20,40.7009124756,-73.9688873291,24.39065880742
16-20,40.9069061279,-73.9070892334,24.389307282079997
16-20,40.9082794189,-73.9070892334,24.389307282079997
16-20,40.6583404541,-73.8027191162,24.38276534411
16-20,40.6789398193,-74.0114593506,24.37633244224
16-20,40.7146453857,-73.9455413818,24.36497805662
16-20,40.7297515869,-73.9524078369,24.36019061572
16-20,40.82862854,-73.9510345459,24.35957321464
16-20,40.7558441162,-73.9290618896,24.355068278540003
16-20,40.911026001,-73.9070892334,24.35447926596
16-20,40.7709503174,-73.9249420166,24.34774992778
16-20,40.648727417,-73.7889862061,24.335674237840003
16-20,40.6926727295,-73.8013458252,24.327386045460003
16-20,40.7530975342,-74.0087127686,24.326599111950003
16-20,40.7585906982,-73.9400482178,24.322710286550002
16-20,40.7476043701,-73.9441680908,24.27636268986
16-20,40.7956695557,-73.9249420166,24.268386210630005
16-20,40.6775665283,-73.9949798584,24.2620791516
16-20,40.6899261475,-73.9826202393,24.243542134949998
16-20,40.6748199463,-73.9839935303,24.24329891902
16-20,40.6940460205,-73.8013458252,24.23904017851
16-20,40.6871795654,-73.9785003662,24.222555445039998
16-20,40.6803131104,-73.9798736572,24.1850255508
16-20,40.8148956299,-73.9304351807,24.18193196195
16-20,40.6899261475,-73.9757537842,24.168512412970003
16-20,40.6954193115,-73.8013458252,24.15865354476
16-20,40.7668304443,-73.8878631592,24.150803256659998
16-20,40.7324981689,-73.871383667,24.150100235500002
16-20,40.7105255127,-73.9922332764,24.14944283005
16-20,40.6981658936,-73.9716339111,24.14261347174
16-20,40.7778167725,-73.9702606201,24.12950285087
16-20,40.6816864014,-73.9963531494,24.124528913940004
16-20,40.7682037354,-73.9455413818,24.120495648400002
16-20,40.90965271,-73.9057159424,24.109475314380003
16-20,40.7270050049,-73.9537811279,24.1011916426
16-20,40.6967926025,-73.8013458252,24.08957334108
16-20,40.6734466553,-73.9688873291,24.08872054351
16-20,40.7242584229,-73.9469146729,24.088576336099997
16-20,40.8011627197,-73.9716339111,24.08448223218
16-20,40.740737915,-73.9015960693,24.076532940670003
16-20,40.6816864014,-73.9922332764,24.06969969866
16-20,40.7682037354,-73.8851165771,24.05451495114
16-20,40.7682037354,-73.8892364502,24.0379086314
16-20,40.6995391846,-73.9716339111,24.033331363229998
16-20,40.6624603271,-73.962020874,24.03161258604
16-20,40.7640838623,-73.9318084717,24.0116019687
16-20,40.7421112061,-73.9043426514,24.00417776357
16-20,40.8080291748,-73.9304351807,24.00052482105
16-20,40.6871795654,-73.8082122803,23.99876146991
16-20,40.6830596924,-73.9647674561,23.99225746989
16-20,40.7215118408,-73.962020874,23.97536894223
16-20,40.8107757568,-73.9359283447,23.965471327859998
16-20,40.7709503174,-73.868637085,23.96471421354
16-20,40.8478546143,-73.9386749268,23.96367069587
16-20,40.7311248779,-73.9524078369,23.962256737800004
16-20,40.8107757568,-73.960647583,23.960236895020003
16-20,40.7929229736,-73.957901001,23.937958200449998
16-20,40.7915496826,-73.957901001,23.937958200449998
16-20,40.7723236084,-73.8658905029,23.93661046983
16-20,40.912399292,-73.9070892334,23.93212221217
16-20,40.7654571533,-73.9990997314,23.92314478088
16-20,40.6542205811,-73.7917327881,23.90928331883
16-20,40.7132720947,-73.9867401123,23.90834341253
16-20,40.9220123291,-73.9057159424,23.90762378769
16-20,40.6816864014,-74.0059661865,23.906446742940002
16-20,40.7668304443,-73.9757537842,23.901086524150003
16-20,40.7915496826,-73.9235687256,23.89655163091
16-20,40.6803131104,-73.8068389893,23.885634790460003
16-20,40.6899261475,-73.9867401123,23.86673084765
16-20,40.6583404541,-73.8040924072,23.86419676439
16-20,40.7448577881,-73.9441680908,23.85996161426
16-20,40.6693267822,-73.9894866943,23.85647547845
16-20,40.6885528564,-73.8082122803,23.85587583523
16-20,40.7709503174,-73.8837432861,23.84474182716
16-20,40.7132720947,-73.963394165,23.844537931479998
16-20,40.7118988037,-73.9839935303,23.83791766699
16-20,40.7956695557,-73.9469146729,23.83783721794
16-20,40.739364624,-74.0142059326,23.82856057845
16-20,40.739364624,-74.0128326416,23.82856057845
16-20,40.7668304443,-73.8892364502,23.826689251879998
16-20,40.8066558838,-73.9551544189,23.78607623686
16-20,40.7173919678,-73.9771270752,23.78518722666
16-20,40.6844329834,-73.9853668213,23.783677701069998
16-20,40.7215118408,-73.9510345459,23.781094962319997
16-20,40.6995391846,-73.8150787354,23.77920233527
16-20,40.7324981689,-73.872756958,23.77747620353
16-20,40.6885528564,-73.8068389893,23.77603979047
16-20,40.6871795654,-73.8068389893,23.767819387319996
16-20,40.6610870361,-73.8027191162,23.76671498191
16-20,40.6899261475,-73.9839935303,23.76461800747
16-20,40.7324981689,-73.9730072021,23.74265566568
16-20,40.7324981689,-73.9702606201,23.74265566568
16-20,40.7324981689,-73.9675140381,23.74265566568
16-20,40.7324981689,-73.9716339111,23.74265566568
16-20,40.6707000732,-73.963394165,23.74219241583
16-20,40.7984161377,-73.957901001,23.71940333718
16-20,40.7723236084,-73.9057159424,23.69533708019
16-20,40.7627105713,-73.9551544189,23.68995613485
16-20,40.7228851318,-73.9757537842,23.686715476270003
16-20,40.7695770264,-73.8864898682,23.675833378980002
16-20,40.90965271,-73.9070892334,23.67404008277
16-20,40.6899261475,-73.9647674561,23.67144562877
16-20,40.8052825928,-73.9688873291,23.669699841019998
16-20,40.6967926025,-73.8164520264,23.669493014780002
16-20,40.6707000732,-73.9853668213,23.65968059822
16-20,40.7668304443,-73.9125823975,23.64849986948
16-20,40.6624603271,-73.787612915,23.62895583865
16-20,40.6926727295,-73.8068389893,23.62336651234
16-20,40.6542205811,-73.7931060791,23.617218362640003
16-20,40.7324981689,-73.87550354,23.6128337225
16-20,40.6789398193,-74.0128326416,23.61170778921
16-20,40.7682037354,-73.8864898682,23.6093030974
16-20,40.7585906982,-74.0045928955,23.593245796749997
16-20,40.7956695557,-73.963394165,23.58850802728
16-20,40.8203887939,-73.9496612549,23.587770256040002
16-20,40.7160186768,-73.9551544189,23.55576005021
16-20,40.6803131104,-73.9675140381,23.551582341939998
16-20,40.6940460205,-73.9785003662,23.54053422502
16-20,40.8135223389,-73.962020874,23.539554334960002
16-20,40.7201385498,-73.963394165,23.525065035510003
16-20,40.6720733643,-73.9757537842,23.51978284551
16-20,40.8203887939,-73.9482879639,23.51951853365
16-20,40.8025360107,-73.9427947998,23.50253485579
16-20,40.7462310791,-73.9537811279,23.495629423449998
16-20,40.7311248779,-73.872756958,23.49254755518
16-20,40.6803131104,-74.0004730225,23.48882282685
16-20,40.7448577881,-73.9427947998,23.480716508790003
16-20,40.7764434814,-73.9661407471,23.473773383629997
16-20,40.6954193115,-73.8164520264,23.46466944238
16-20,40.7421112061,-73.8809967041,23.45865091979
16-20,40.7723236084,-73.871383667,23.45655718106
16-20,40.7324981689,-73.8768768311,23.446387325569997
16-20,40.7311248779,-73.871383667,23.42662378603
16-20,40.7572174072,-73.9304351807,23.422560862589997
16-20,40.6967926025,-73.8150787354,23.42038266272
16-20,40.6871795654,-73.9812469482,23.41486717411
16-20,40.7105255127,-73.9826202393,23.414854879560004
16-20,40.7009124756,-73.8150787354,23.41334482297
16-20,40.7091522217,-73.95652771,23.39321567256
16-20,40.6899261475,-73.9963531494,23.391385127330004
16-20,40.7517242432,-73.9125823975,23.364743242310002
16-20,40.7915496826,-73.9496612549,23.36455082761
16-20,40.6899261475,-73.8109588623,23.357835966240003
16-20,40.7558441162,-73.9276885986,23.356043950200004
16-20,40.8094024658,-73.9304351807,23.350782295000002
16-20,40.7736968994,-73.9221954346,23.34337255586
16-20,40.6775665283,-73.9688873291,23.33956567515
16-20,40.6954193115,-73.8150787354,23.32799725769
16-20,40.827255249,-73.9469146729,23.32566210736
16-20,40.7297515869,-73.959274292,23.32169395432
16-20,40.8464813232,-73.9386749268,23.321524833879998
16-20,40.7311248779,-73.87550354,23.315876457069997
16-20,40.6858062744,-73.8095855713,23.314959270820005
16-20,40.7215118408,-73.8439178467,23.31113321545
16-20,40.6707000732,-73.9798736572,23.291397904489997
16-20,40.7242584229,-73.9524078369,23.2862364546
16-20,40.7558441162,-73.9221954346,23.283974754730004
16-20,40.7915496826,-73.9263153076,23.27017883409
16-20,40.6899261475,-73.962020874,23.260150997910003
16-20,40.7434844971,-73.9276885986,23.25906771681
16-20,40.8162689209,-73.9455413818,23.25709327338
16-20,40.7311248779,-73.9551544189,23.254327089489998
16-20,40.648727417,-73.7903594971,23.25335878039
16-20,40.827255249,-73.9386749268,23.24927833302
16-20,40.7503509521,-73.9524078369,23.24771505671
16-20,40.6624603271,-73.8027191162,23.245480244870002
16-20,40.8176422119,-73.9551544189,23.243266337210002
16-20,40.6995391846,-73.8164520264,23.24281219852
16-20,40.740737915,-73.9469146729,23.23576069504
16-20,40.7228851318,-73.9414215088,23.23045235796
16-20,40.9206390381,-73.9070892334,23.225156999019998
16-20,40.7091522217,-73.9510345459,23.221742097749996
16-20,40.7530975342,-73.9414215088,23.21992132668
16-20,40.7311248779,-73.8768768311,23.218078391360002
16-20,40.821762085,-73.9510345459,23.215251743289997
16-20,40.7956695557,-73.9373016357,23.21338085701
16-20,40.6638336182,-73.8054656982,23.207720431380004
16-20,40.7009124756,-73.9414215088,23.20364010097
16-20,40.7640838623,-73.9139556885,23.203047676140002
16-20,40.7915496826,-73.963394165,23.192900948160002
16-20,40.7901763916,-73.963394165,23.1922959172
16-20,40.7173919678,-73.9826202393,23.19205097304
16-20,40.7585906982,-73.957901001,23.190491478520002
16-20,40.7682037354,-73.8837432861,23.187497932579998
16-20,40.737991333,-73.9386749268,23.184884461670002
16-20,40.7160186768,-73.9826202393,23.183972646900003
16-20,40.7297515869,-73.9496612549,23.18290328973
16-20,40.6638336182,-73.8040924072,23.18209275391
16-20,40.7022857666,-73.8178253174,23.180327708440004
16-20,40.7421112061,-73.9057159424,23.17456782487
16-20,40.647354126,-73.784866333,23.16932832336
16-20,40.7022857666,-73.9853668213,23.167832427649998
16-20,40.7421112061,-73.9551544189,23.1617077183
16-20,40.7627105713,-74.0032196045,23.161569921450003
16-20,40.7709503174,-73.8864898682,23.15492490555
16-20,40.8203887939,-73.9455413818,23.15039915357
16-20,40.6789398193,-73.9798736572,23.15009712503
16-20,40.6954193115,-73.8082122803,23.14699037499
16-20,40.6610870361,-73.9798736572,23.14589760254
16-20,40.7132720947,-74.0018463135,23.136433750080002
16-20,40.7695770264,-73.8796234131,23.13475854477
16-20,40.8066558838,-73.9373016357,23.12726978899
16-20,40.6940460205,-73.9977264404,23.117897439409997
16-20,40.7311248779,-73.95652771,23.10062062692
16-20,40.7118988037,-73.9977264404,23.09875276009
16-20,40.7242584229,-73.9414215088,23.09195553579
16-20,40.7544708252,-74.0059661865,23.082497196360002
16-20,40.7105255127,-73.9771270752,23.082171128540004
16-20,40.8039093018,-73.9469146729,23.0794693577
16-20,40.7160186768,-73.9496612549,23.07460779748
16-20,40.7778167725,-73.9716339111,23.05760117223
16-20,40.7709503174,-73.9276885986,23.04843987688
16-20,40.7489776611,-73.9345550537,23.03880648697
16-20,40.7489776611,-73.8933563232,23.025612377549997
16-20,40.6597137451,-73.787612915,23.02428151407
16-20,40.6899261475,-73.963394165,23.01965585661
16-20,40.7805633545,-73.963394165,23.01737842059
16-20,40.8080291748,-73.9386749268,23.0138441621
16-20,40.7888031006,-73.957901001,23.01119332757
16-20,40.7421112061,-73.9208221436,23.00880157141
16-20,40.7929229736,-73.9386749268,23.002842265300004
16-20,40.6912994385,-73.9990997314,22.998629220570002
16-20,40.6679534912,-73.9894866943,22.990936522090003
16-20,40.740737915,-73.9441680908,22.96892539094
16-20,40.6789398193,-73.9496612549,22.96409740511
16-20,40.7503509521,-73.9331817627,22.95904537355
16-20,40.6775665283,-73.9853668213,22.95897689269
16-20,40.8670806885,-73.9208221436,22.95837597665
16-20,40.7173919678,-73.9524078369,22.95515287402
16-20,40.6803131104,-73.9936065674,22.94413978547
16-20,40.8094024658,-73.9469146729,22.9378863544
16-20,40.740737915,-73.9029693604,22.933919913670003
16-20,40.7448577881,-73.8878631592,22.92654655373
16-20,40.6967926025,-73.9771270752,22.9190910165
16-20,40.7723236084,-73.874130249,22.91881592894
16-20,40.8066558838,-73.963394165,22.90541370089
16-20,40.7654571533,-73.9496612549,22.89408041511
16-20,40.735244751,-73.871383667,22.88649229265
16-20,40.6871795654,-73.9826202393,22.884423689419997
16-20,40.7173919678,-73.9537811279,22.873505554279998
16-20,40.7750701904,-73.874130249,22.872612201389998
16-20,40.7160186768,-73.9812469482,22.86244133793
16-20,40.7572174072,-73.9235687256,22.85867747871
16-20,40.7256317139,-73.9414215088,22.85410109902
16-20,40.6555938721,-73.7958526611,22.85059612191
16-20,40.7077789307,-73.9400482178,22.84832660725
16-20,40.8162689209,-73.9167022705,22.84713806066
16-20,40.7421112061,-73.9002227783,22.83838752652
16-20,40.6912994385,-73.8123321533,22.83823843469
16-20,40.6981658936,-73.8013458252,22.833836458709996
16-20,40.9893035889,-73.9070892334,22.7955476746
16-20,40.7462310791,-73.8961029053,22.7874054496
16-20,40.6899261475,-73.9990997314,22.77387900526
16-20,40.7215118408,-73.95652771,22.77214729965
16-20,40.6926727295,-73.9812469482,22.767165720050002
16-20,40.7613372803,-73.9496612549,22.76133214841
16-20,40.7764434814,-73.9908599854,22.754018162610002
16-20,40.6734466553,-73.9716339111,22.74536912814
16-20,40.8519744873,-73.9373016357,22.73710116292
16-20,40.6844329834,-73.8109588623,22.72566461735
16-20,40.6912994385,-73.9716339111,22.71953905981
16-20,40.737991333,-73.9716339111,22.70225626674
16-20,40.6679534912,-73.9881134033,22.68667444067
16-20,40.6816864014,-73.9839935303,22.68412818493
16-20,40.8533477783,-73.9400482178,22.67947108127
16-20,40.8300018311,-73.9455413818,22.667328333510003
16-20,40.6830596924,-73.9867401123,22.665221800399998
16-20,40.740737915,-73.9524078369,22.66251597028
16-20,40.7874298096,-73.9400482178,22.65903221848
16-20,40.7324981689,-73.8782501221,22.6554366081
16-20,40.6652069092,-73.9922332764,22.645987026919997
16-20,40.6638336182,-73.786239624,22.62564635756
16-20,40.6830596924,-73.9963531494,22.60421114769
16-20,40.7640838623,-73.9304351807,22.60389447379
16-20,40.7009124756,-73.9936065674,22.603754871950002
16-20,40.7901763916,-73.9263153076,22.590995575580003
16-20,40.6542205811,-73.7903594971,22.57994563551
16-20,40.735244751,-73.9524078369,22.57940088211
16-20,40.824508667,-73.9386749268,22.576420849820003
16-20,40.6871795654,-73.9936065674,22.56965169341
16-20,40.7476043701,-73.9688873291,22.56881646083
16-20,40.7668304443,-73.9153289795,22.561244027089998
16-20,40.7036590576,-73.8164520264,22.559337612310003
16-20,40.7283782959,-73.9496612549,22.55893778921
16-20,40.6761932373,-73.8068389893,22.556343264489996
16-20,40.6858062744,-73.9839935303,22.545929888110003
16-20,40.6885528564,-73.9922332764,22.5266717058
16-20,40.7723236084,-73.872756958,22.52119443813
16-20,40.7599639893,-73.9180755615,22.51693396842
16-20,40.8052825928,-73.960647583,22.51292558915
16-20,40.7462310791,-73.8864898682,22.509829132460002
16-20,40.8121490479,-73.9318084717,22.49394306852
16-20,40.7311248779,-73.8782501221,22.4938410691
16-20,40.8135223389,-73.9345550537,22.49313141511
16-20,40.7846832275,-73.9235687256,22.493120470930002
16-20,40.7723236084,-73.9249420166,22.48436092312
16-20,40.7462310791,-73.9153289795,22.47141790071
16-20,40.6555938721,-73.8013458252,22.46944100007
16-20,40.7187652588,-73.9524078369,22.46456515149
16-20,40.7695770264,-73.9112091064,22.46023153413
16-20,40.740737915,-73.9070892334,22.45475756735
16-20,40.7627105713,-73.9469146729,22.445595086330002
16-20,40.7215118408,-73.959274292,22.44302527906
16-20,40.6816864014,-73.8068389893,22.43005704971
16-20,40.7462310791,-73.9496612549,22.41402877705
16-20,40.7160186768,-73.9771270752,22.4105505996
16-20,40.6734466553,-73.9647674561,22.40856671943
16-20,40.7297515869,-73.960647583,22.40254713994
16-20,40.8162689209,-73.9524078369,22.39514953413
16-20,40.7462310791,-73.9482879639,22.39484254525
16-20,40.7860565186,-73.9839935303,22.392044837580002
16-20,40.6748199463,-73.9688873291,22.38839554354
16-20,40.7640838623,-74.0032196045,22.380704439280002
16-20,40.6940460205,-73.9771270752,22.37925983166
16-20,40.7448577881,-73.9551544189,22.369493653059997
16-20,40.7695770264,-73.8851165771,22.36206652365
16-20,40.823135376,-73.9469146729,22.36054334362
16-20,40.6871795654,-73.8095855713,22.359413336750002
16-20,40.6926727295,-73.8137054443,22.35738880494
16-20,40.6967926025,-73.8082122803,22.33815552938
16-20,40.6912994385,-73.8137054443,22.33557948401
16-20,40.6899261475,-73.95652771,22.332484562589997
16-20,40.7613372803,-73.9276885986,22.33185567022
16-20,40.7503509521,-73.9304351807,22.32872304205
16-20,40.7695770264,-74.0004730225,22.32747227266
16-20,40.7695770264,-73.9990997314,22.32747227266
16-20,40.7421112061,-73.959274292,22.32527994502
16-20,40.821762085,-73.9482879639,22.323586695489997
16-20,40.7215118408,-73.9414215088,22.31942422438
16-20,40.7118988037,-73.9647674561,22.30284122583
16-20,40.7764434814,-73.9400482178,22.30112303575
16-20,40.7215118408,-73.960647583,22.298957263410003
16-20,40.6830596924,-73.9839935303,22.29825116992
16-20,40.6885528564,-73.8095855713,22.28754970377
16-20,40.6748199463,-73.9702606201,22.286286894139998
16-20,40.8560943604,-73.9318084717,22.28125454226
16-20,40.6665802002,-73.9881134033,22.27358078012
16-20,40.7709503174,-73.870010376,22.26743961272
16-20,40.5237579346,-73.7477874756,22.26671492691
16-20,40.7709503174,-73.9785003662,22.262687293870002
16-20,40.6775665283,-73.9785003662,22.25414923484
16-20,40.7709503174,-73.9936065674,22.253018173060003
16-20,40.7558441162,-73.9070892334,22.251544801260003
16-20,40.7270050049,-73.9414215088,22.248659780129998
16-20,40.8190155029,-73.9496612549,22.24737493917
16-20,40.7846832275,-73.9839935303,22.2457234832
16-20,40.6665802002,-73.9894866943,22.24499745571
16-20,40.7009124756,-73.9675140381,22.23827135886
16-20,40.8121490479,-73.9345550537,22.238242663340003
16-20,40.8203887939,-73.957901001,22.23586974321
16-20,40.6583404541,-73.787612915,22.233082276350004
16-20,40.7929229736,-73.9427947998,22.23299062088
16-20,40.7256317139,-73.9743804932,22.232869266839998
16-20,40.7421112061,-73.9730072021,22.22546420681
16-20,40.7421112061,-73.9015960693,22.22357756448
16-20,40.8492279053,-73.9386749268,22.217095136700003
16-20,40.8354949951,-73.9400482178,22.211157677240003
16-20,40.7462310791,-73.9702606201,22.206506013389998
16-20,40.6707000732,-73.957901001,22.20337404323
16-20,40.6871795654,-73.9675140381,22.20097249368
16-20,40.6693267822,-73.9798736572,22.19881534275
16-20,40.8533477783,-73.9345550537,22.193258496920002
16-20,40.7270050049,-73.9510345459,22.19129630162
16-20,40.7462310791,-73.9139556885,22.19098633334
16-20,40.7270050049,-73.9496612549,22.18973503996
16-20,40.6734466553,-73.963394165,22.18858323261
16-20,40.7118988037,-73.9771270752,22.185775255590002
16-20,40.7723236084,-73.9235687256,22.178603642829998
16-20,40.7324981689,-73.960647583,22.17189989789
16-20,40.7324981689,-73.9647674561,22.171899897889997
16-20,40.7324981689,-73.9661407471,22.171899897889997
16-20,40.7324981689,-73.963394165,22.171899897889997
16-20,40.8190155029,-73.9469146729,22.16817400456
16-20,40.6844329834,-73.9730072021,22.161816140310002
16-20,40.6954193115,-73.8068389893,22.15799279051
16-20,40.6926727295,-73.8123321533,22.15555883964
16-20,40.7201385498,-73.95652771,22.15032484133
16-20,40.6940460205,-73.8068389893,22.148409299119997
16-20,40.7283782959,-73.9414215088,22.147030933749996
16-20,40.7682037354,-73.9276885986,22.14158711594
16-20,40.7009124756,-73.8164520264,22.13929705278
16-20,40.6967926025,-73.9675140381,22.1369417752
16-20,40.6912994385,-73.8054656982,22.13578248484
16-20,40.7297515869,-73.9414215088,22.13145195889
16-20,40.6693267822,-73.9853668213,22.124285840760002
16-20,40.8190155029,-73.9386749268,22.12324917126
16-20,40.736618042,-73.871383667,22.105202863029998
16-20,40.6803131104,-74.0114593506,22.10328936669
16-20,40.7695770264,-73.868637085,22.102616952969996
16-20,40.737991333,-73.871383667,22.0995051285
16-20,40.7434844971,-73.9441680908,22.08524325594
16-20,40.7132720947,-73.9482879639,22.08515614605
16-20,40.6844329834,-73.9839935303,22.07987225713
16-20,40.6940460205,-73.95652771,22.06314830126
16-20,40.6775665283,-74.0128326416,22.05364981031
16-20,40.6912994385,-73.9551544189,22.0521866926
16-20,40.6734466553,-73.9743804932,22.03584229599
16-20,40.7009124756,-73.9922332764,22.03327386065
16-20,40.6940460205,-73.9798736572,22.02443219082
16-20,40.739364624,-73.871383667,22.01701353757
16-20,40.7146453857,-73.6338043213,22.014876414969997
16-20,40.7558441162,-73.9249420166,22.01248280704
16-20,40.740737915,-73.9455413818,21.99870133687
16-20,40.7489776611,-73.9496612549,21.996499367589998
16-20,40.7970428467,-73.9359283447,21.995565647759996
16-20,40.7997894287,-73.9249420166,21.9931306593
16-20,40.8052825928,-73.9359283447,21.99047846327
16-20,40.7022857666,-74.0073394775,21.97915807361
16-20,40.7709503174,-73.8768768311,21.97164129232
16-20,40.739364624,-73.9386749268,21.970433021549997
16-20,40.6665802002,-73.9908599854,21.96436300979
16-20,40.6912994385,-73.9771270752,21.95655531554
16-20,40.8148956299,-73.960647583,21.95500083557
16-20,40.7187652588,-73.959274292,21.947782390369998
16-20,40.7736968994,-73.8782501221,21.94585103697
16-20,40.7736968994,-73.8796234131,21.94585103697
16-20,40.6638336182,-73.8027191162,21.94380859436
