hour,latitude,longitude,weight
0-4,40.71601868,-73.97987366,26.11629824
0-4,40.73249817,-73.96614075,26.11626125
0-4,40.64872742,-73.78211975,26.11521867
0-4,40.73799133,-73.9730072,26.11179362
0-4,40.8506012,-73.93730164,26.10818775
0-4,40.76133728,-74.0032196,26.1061776
0-4,40.74897766,-73.93455505,26.10577882
0-4,40.7585907,-73.92631531,26.10556153
0-4,40.69953918,-73.9427948,26.10471398
0-4,40.72288513,-73.94004822,26.09575921
0-4,40.66108704,-73.99360657,26.08600816
0-4,40.66932678,-73.95103455,26.083197
0-4,40.74073792,-73.8809967,26.08180896
0-4,40.7736969,-73.88374329,26.06142722
0-4,40.69404602,-73.96339417,26.06072925
0-4,40.73112488,-73.86314392,26.04344931
0-4,40.66108704,-73.96202087,26.03465935
0-4,40.71327209,-73.94828796,26.0323351
0-4,40.8190155,-73.9427948,26.03212643
0-4,40.74897766,-73.87001038,26.03107921
0-4,40.77095032,-73.92356873,26.02334879
0-4,40.73387146,-73.95927429,26.02066321
0-4,40.68992615,-73.92356873,26.02041715
0-4,40.79841614,-73.93455505,26.01159116
0-4,40.73249817,-73.95927429,26.0104674
0-4,40.64460754,-73.79585266,26.00398915
0-4,40.68717957,-73.98399353,26.00091554
0-4,40.77644348,-73.90708923,25.9946264
0-4,40.73249817,-73.96476746,25.99136763
0-4,40.72151184,-73.93867493,25.98815637
0-4,40.68855286,-73.95378113,25.98121584
0-4,40.71464539,-73.98262024,25.97524104
0-4,40.7736969,-73.88237,25.96414052
0-4,40.70777893,-74.00047302,25.91299143
0-4,40.68031311,-73.95515442,25.91219304
0-4,40.70640564,-73.93043518,25.91096401
0-4,40.67893982,-73.97163391,25.90544745
0-4,40.69953918,-73.94142151,25.90200608
0-4,40.67070007,-73.98399353,25.90042708
0-4,40.69267273,-73.92631531,25.89327631
0-4,40.7736969,-73.91395569,25.88234464
0-4,40.73249817,-73.96339417,25.88067963
0-4,40.74897766,-73.93043518,25.87885548
0-4,40.64460754,-73.79447937,25.87019315
0-4,40.7585907,-74.00733948,25.86567265
0-4,40.69129944,-73.96751404,25.86124071
0-4,40.80665588,-73.92631531,25.85545709
0-4,40.67756653,-73.96614075,25.84967575
0-4,40.74623108,-73.8974762,25.83206043
0-4,40.67619324,-73.99909973,25.82865716
0-4,40.74760437,-73.9427948,25.82473834
0-4,40.73524475,-73.97712708,25.81645784
0-4,40.67619324,-74.00047302,25.81444023
0-4,40.70091248,-73.99085999,25.80644497
0-4,40.835495,-73.94691467,25.8002265
0-4,40.76271057,-74.00184631,25.7919212
0-4,40.74897766,-73.95652771,25.78982442
0-4,40.69816589,-73.98674011,25.78912039
0-4,40.69129944,-73.97712708,25.78417499
0-4,40.71739197,-73.94416809,25.77987276
0-4,40.73112488,-74.01008606,25.77586389
0-4,40.727005,-73.95515442,25.76599628
0-4,40.67756653,-73.94828796,25.76546213
0-4,40.67756653,-73.96202087,25.75774988
0-4,40.68305969,-73.98124695,25.74999503
0-4,40.71052551,-73.96751404,25.74313921
0-4,40.75035095,-73.96476746,25.74220926
0-4,40.71327209,-73.93730164,25.73771685
0-4,40.82313538,-73.94554138,25.71525181
0-4,40.74073792,-73.90159607,25.70863683
0-4,40.6816864,-73.9730072,25.70546833
0-4,40.70091248,-73.93180847,25.70032228
0-4,40.75447083,-73.95378113,25.69480111
0-4,40.81764221,-73.94004822,25.68945049
0-4,40.65284729,-74.00596619,25.6860871
0-4,40.80940247,-73.93867493,25.68018917
0-4,40.81352234,-73.96202087,25.67937564
0-4,40.75721741,-73.95240784,25.67778098
0-4,40.76408386,-74.0045929,25.67700298
0-4,40.67893982,-73.957901,25.6754283
0-4,40.74485779,-73.957901,25.67540885
0-4,40.74485779,-73.94691467,25.67273575
0-4,40.75721741,-74.0045929,25.66852022
0-4,40.73799133,-73.88786316,25.66651147
0-4,40.79704285,-73.94142151,25.65629464
0-4,40.74897766,-73.92906189,25.65543254
0-4,40.76271057,-73.91120911,25.64043012
0-4,40.69953918,-73.93180847,25.63382388
0-4,40.71739197,-73.94554138,25.62935283
0-4,40.727005,-74.01008606,25.62777671
0-4,40.67481995,-73.98536682,25.61536277
0-4,40.70915222,-73.95103455,25.60091514
0-4,40.81764221,-73.96064758,25.59710176
0-4,40.68305969,-73.94416809,25.59258996
0-4,40.67893982,-73.95378113,25.58614649
0-4,40.75447083,-73.94691467,25.5781164
0-4,40.82725525,-73.94004822,25.56348943
0-4,40.66246033,-73.97987366,25.55731173
0-4,40.6967926,-73.94966125,25.54665422
0-4,40.73661804,-73.88923645,25.52213875
0-4,40.81764221,-73.9427948,25.51358612
0-4,40.79566956,-73.9427948,25.51253149
0-4,40.81626892,-73.94416809,25.50917611
0-4,40.75996399,-73.92494202,25.50696691
0-4,40.8190155,-73.93730164,25.49493118
0-4,40.80665588,-73.94142151,25.49483937
0-4,40.75035095,-74.00871277,25.4783103
0-4,40.74485779,-73.95515442,25.46791544
0-4,40.67756653,-73.94966125,25.45630624
0-4,40.75172424,-73.95927429,25.45192296
0-4,40.80253601,-73.94004822,25.45143972
0-4,40.81489563,-73.94554138,25.44412948
0-4,40.68031311,-73.99909973,25.44289321
0-4,40.835495,-73.93867493,25.43438131
0-4,40.77232361,-73.92219543,25.42782766
0-4,40.70640564,-73.93318176,25.42738633
0-4,40.69404602,-73.93180847,25.42487535
0-4,40.70777893,-73.93318176,25.41726873
0-4,40.75172424,-73.94142151,25.40567615
0-4,40.69404602,-73.92494202,25.40384987
0-4,40.69816589,-73.9125824,25.3956439
0-4,40.73799133,-73.96064758,25.37653432
0-4,40.67481995,-73.96888733,25.37091519
0-4,40.79566956,-73.97575378,25.37012596
0-4,40.67481995,-73.98262024,25.36938386
0-4,40.7434845,-73.94828796,25.35209825
0-4,40.66520691,-73.98124695,25.35012834
0-4,40.82862854,-73.94554138,25.34866247
0-4,40.75172424,-74.00871277,25.34729244
0-4,40.75996399,-73.95515442,25.34378494
0-4,40.67481995,-73.94966125,25.34363479
0-4,40.68031311,-73.957901,25.33854284
0-4,40.69953918,-73.98536682,25.3348786
0-4,40.82176209,-73.94142151,25.30612391
0-4,40.67756653,-73.99635315,25.30259515
0-4,40.73661804,-73.97575378,25.30251468
0-4,40.8039093,-73.96064758,25.30204581
0-4,40.74897766,-73.95927429,25.30032264
0-4,40.81214905,-73.94554138,25.30001045
0-4,40.8039093,-73.9730072,25.28980237
0-4,40.68992615,-73.98262024,25.28916016
0-4,40.75996399,-73.93455505,25.28447649
0-4,40.74073792,-73.95515442,25.27800128
0-4,40.7585907,-74.00596619,25.27043906
0-4,40.72288513,-73.96339417,25.2685724
0-4,40.64460754,-73.80134583,25.26613186
0-4,40.79292297,-73.93455505,25.26538922
0-4,40.77507019,-73.99223328,25.26274045
0-4,40.64598084,-73.78623962,25.26203768
0-4,40.78742981,-73.93730164,25.26181537
0-4,40.65696716,-73.79585266,25.26066255
0-4,40.68580627,-73.9881134,25.26031986
0-4,40.76957703,-73.9125824,25.25698707
0-4,40.73112488,-73.95927429,25.24449163
0-4,40.67619324,-73.957901,25.237426
0-4,40.73249817,-73.95652771,25.23661155
0-4,40.73387146,-73.95652771,25.2190251
0-4,40.79704285,-73.95103455,25.21416903
0-4,40.80528259,-73.95927429,25.21324785
0-4,40.64460754,-73.79859924,25.20285161
0-4,40.64460754,-73.79997253,25.20285161
0-4,40.76545715,-74.0045929,25.19870738
0-4,40.64460754,-73.80271912,25.19797559
0-4,40.7118988,-73.95515442,25.19724098
0-4,40.8039093,-73.94004822,25.19635285
0-4,40.75309753,-73.95927429,25.19374846
0-4,40.727005,-73.95927429,25.18965653
0-4,40.79841614,-73.93867493,25.17781421
0-4,40.68305969,-73.95240784,25.16826158
0-4,40.75447083,-73.93592834,25.16195179
0-4,40.82588196,-73.94554138,25.14894177
0-4,40.7736969,-73.91532898,25.14768141
0-4,40.69129944,-73.92356873,25.14386228
0-4,40.71876526,-73.94828796,25.13065561
0-4,40.74623108,-73.9427948,25.11734622
0-4,40.78193665,-73.98399353,25.11484382
0-4,40.75035095,-73.957901,25.1119742
0-4,40.7888031,-73.94554138,25.10797586
0-4,40.7736969,-73.94691467,25.10314785
0-4,40.64598084,-73.78211975,25.10065587
0-4,40.81352234,-73.94966125,25.09866153
0-4,40.67481995,-74.00047302,25.08173086
0-4,40.75035095,-73.95927429,25.07737156
0-4,40.74897766,-73.957901,25.06655154
0-4,40.68992615,-73.95240784,25.06502991
0-4,40.73661804,-73.957901,25.06499461
0-4,40.72563171,-73.96202087,25.06424429
0-4,40.70365906,-73.93455505,25.04857413
0-4,40.74897766,-73.96202087,25.04773391
0-4,40.75996399,-73.93043518,25.04622654
0-4,40.74897766,-73.9276886,25.04478618
0-4,40.8039093,-73.94416809,25.03252153
0-4,40.69953918,-73.9125824,25.02558529
0-4,40.73936462,-73.96476746,25.02405592
0-4,40.74760437,-73.87962341,25.01586486
0-4,40.74760437,-73.9125824,25.0138999
0-4,40.70228577,-73.9276886,25.0080997
0-4,40.80116272,-73.9427948,25.00526174
0-4,40.67893982,-73.96614075,24.99266744
0-4,40.77232361,-73.94416809,24.99263272
0-4,40.75584412,-73.93592834,24.98713431
0-4,40.73799133,-73.97163391,24.98336608
0-4,40.73799133,-73.97026062,24.98336608
0-4,40.68305969,-73.92906189,24.97627112
0-4,40.72013855,-73.94828796,24.97586983
0-4,40.7434845,-73.94691467,24.97195826
0-4,40.67893982,-73.96476746,24.96634093
0-4,40.73661804,-73.96064758,24.95543063
0-4,40.76408386,-74.0032196,24.95350622
0-4,40.6816864,-73.98124695,24.95256735
0-4,40.82313538,-73.93867493,24.95178042
0-4,40.74897766,-73.95515442,24.94976044
0-4,40.76820374,-73.90983582,24.94948467
0-4,40.71327209,-73.97987366,24.92512305
0-4,40.86845398,-73.92082214,24.92375767
0-4,40.70640564,-73.94142151,24.91983402
0-4,40.6665802,-73.98674011,24.91968641
0-4,40.67893982,-73.95515442,24.91895103
0-4,40.7585907,-73.93455505,24.9176225
0-4,40.72151184,-73.95240784,24.91613926
0-4,40.73249817,-73.95240784,24.8982955
0-4,40.65010071,-74.07600403,24.89429009
0-4,40.67619324,-73.99772644,24.89421738
0-4,40.72288513,-73.93867493,24.87872002
0-4,40.69816589,-73.99360657,24.8760794
0-4,40.80665588,-73.94416809,24.86622978
0-4,40.66932678,-73.97987366,24.86336339
0-4,40.65010071,-74.02244568,24.86126636
0-4,40.65010071,-74.02656555,24.86126636
0-4,40.65010071,-74.02381897,24.86126636
0-4,40.78605652,-73.93867493,24.85731258
0-4,40.73524475,-73.87138367,24.85366702
0-4,40.81489563,-73.94691467,24.85266643
0-4,40.74897766,-73.87550354,24.84964441
0-4,40.82038879,-73.96064758,24.84333616
0-4,40.80940247,-73.94004822,24.84219118
0-4,40.7736969,-73.91670227,24.84201133
0-4,40.76271057,-73.93730164,24.83673831
0-4,40.8506012,-73.93455505,24.83301767
0-4,40.86845398,-73.91944885,24.8328651
0-4,40.7434845,-73.88374329,24.82972047
0-4,40.66246033,-73.99360657,24.82203492
0-4,40.81214905,-73.94142151,24.81949969
0-4,40.76820374,-73.94828796,24.81800998
0-4,40.83137512,-73.94004822,24.817477
0-4,40.74760437,-73.96476746,24.81568893
0-4,40.6816864,-73.99772644,24.80662589
0-4,40.68580627,-73.99772644,24.8058127
0-4,40.81077576,-73.94142151,24.80475268
0-4,40.79704285,-73.97575378,24.80275779
0-4,40.76683044,-73.9276886,24.78523303
0-4,40.76957703,-73.97712708,24.77287434
0-4,40.75721741,-73.9276886,24.75347812
0-4,40.71464539,-73.83155823,24.75178055
0-4,40.74211121,-73.91944885,24.74241353
0-4,40.66383362,-73.98948669,24.74114153
0-4,40.7585907,-74.00871277,24.73875414
0-4,40.8341217,-73.94691467,24.73663738
0-4,40.73799133,-73.96751404,24.73536886
0-4,40.73799133,-73.96888733,24.73536886
0-4,40.73799133,-73.96614075,24.73536886
0-4,40.73524475,-73.88923645,24.73447517
0-4,40.73387146,-73.96202087,24.73118145
0-4,40.70091248,-73.93730164,24.72880086
0-4,40.76683044,-73.94828796,24.72009169
0-4,40.77781677,-73.99223328,24.71888052
0-4,40.69816589,-73.95515442,24.71555358
0-4,40.71052551,-73.94416809,24.71254052
0-4,40.68031311,-73.96888733,24.69295695
0-4,40.69541931,-73.94828796,24.68973083
0-4,40.7585907,-73.95240784,24.6865431
0-4,40.76957703,-73.92356873,24.68526003
0-4,40.78742981,-73.95103455,24.68413232
0-4,40.76271057,-74.0045929,24.68208803
0-4,40.66795349,-73.99360657,24.68085792
0-4,40.82725525,-73.93867493,24.678332
0-4,40.81352234,-73.95103455,24.67822582
0-4,40.7283783,-74.01008606,24.67215824
0-4,40.77507019,-73.87275696,24.66881758
0-4,40.70915222,-73.93730164,24.66297488
0-4,40.73936462,-73.88786316,24.65868824
0-4,40.8341217,-73.93867493,24.65664721
0-4,40.77232361,-73.92356873,24.64745404
0-4,40.8190155,-73.96064758,24.64450767
0-4,40.73387146,-73.9730072,24.64082205
0-4,40.65284729,-74.01832581,24.63839899
0-4,40.6665802,-73.98262024,24.63780348
0-4,40.78605652,-73.98399353,24.63104526
0-4,40.77919006,-73.99223328,24.62996921
0-4,40.86708069,-73.92219543,24.62215355
0-4,40.67756653,-73.98536682,24.62054721
0-4,40.72425842,-73.96064758,24.6178351
0-4,40.67756653,-73.94691467,24.61400008
0-4,40.77095032,-73.92082214,24.61270243
0-4,40.82450867,-73.93730164,24.61014491
0-4,40.74897766,-73.93180847,24.60947263
0-4,40.80253601,-73.9730072,24.60436884
0-4,40.72288513,-73.94416809,24.60234477
0-4,40.79429626,-73.93730164,24.59491342
0-4,40.76545715,-73.93730164,24.59137934
0-4,40.78056335,-73.9881134,24.58977519
0-4,40.75584412,-73.91670227,24.57715014
0-4,40.77232361,-73.90983582,24.56953394
0-4,40.74073792,-73.96476746,24.56674144
0-4,40.81214905,-73.96339417,24.5626736
0-4,40.83274841,-73.94004822,24.55572862
0-4,40.67893982,-73.97026062,24.55214907
0-4,40.67756653,-73.97026062,24.54347986
0-4,40.651474,-74.03068542,24.5398644
0-4,40.73387146,-73.88923645,24.5310063
0-4,40.83137512,-73.93867493,24.5288585
0-4,40.77507019,-73.94554138,24.52818277
0-4,40.82038879,-73.94142151,24.52577098
0-4,40.82588196,-73.9427948,24.51331785
0-4,40.67619324,-73.99635315,24.5126882
0-4,40.67481995,-73.96751404,24.50512904
0-4,40.76545715,-74.0032196,24.50235139
0-4,40.75447083,-74.00596619,24.49908052
0-4,40.7434845,-73.92906189,24.49760566
0-4,40.76957703,-73.99772644,24.49619804
0-4,40.78605652,-73.93455505,24.48577805
0-4,40.7283783,-73.95103455,24.48471475
0-4,40.81764221,-73.94142151,24.47493912
0-4,40.79154968,-73.93455505,24.47471704
0-4,40.75584412,-73.95378113,24.4675996
0-4,40.67756653,-73.95378113,24.45404629
0-4,40.72151184,-74.01145935,24.45241479
0-4,40.75584412,-73.94828796,24.44988056
0-4,40.76271057,-73.94966125,24.44218292
0-4,40.77644348,-73.91532898,24.43702118
0-4,40.67344666,-73.95378113,24.43674907
0-4,40.73936462,-73.96614075,24.43502095
0-4,40.72151184,-73.93730164,24.43462038
0-4,40.79154968,-73.93592834,24.42762716
0-4,40.70503235,-73.9276886,24.42220107
0-4,40.78742981,-73.9427948,24.42206062
0-4,40.79978943,-73.97438049,24.4176945
0-4,40.72425842,-73.94691467,24.41575769
0-4,40.77095032,-73.91944885,24.41240962
0-4,40.73799133,-73.88648987,24.41084015
0-4,40.67756653,-73.96064758,24.4101794
0-4,40.83274841,-73.93867493,24.40301249
0-4,40.75584412,-73.94966125,24.40210338
0-4,40.86433411,-73.92631531,24.40144062
0-4,40.71601868,-73.94142151,24.40044147
0-4,40.76545715,-73.91532898,24.39205387
0-4,40.83000183,-73.94004822,24.38787683
0-4,40.82038879,-73.95927429,24.38298398
0-4,40.80116272,-73.9730072,24.38142365
0-4,40.75447083,-73.90434265,24.3807957
0-4,40.75035095,-73.87687683,24.3777336
0-4,40.70915222,-73.96888733,24.37436485
0-4,40.68855286,-73.95652771,24.36974436
0-4,40.69953918,-73.95515442,24.36572627
0-4,40.68443298,-73.95515442,24.3436433
0-4,40.74623108,-73.92631531,24.34185539
0-4,40.72151184,-73.94828796,24.3406602
0-4,40.69541931,-73.93043518,24.33089501
0-4,40.77232361,-73.91670227,24.32510628
0-4,40.69404602,-73.95378113,24.32433865
0-4,40.82588196,-73.94142151,24.32226612
0-4,40.68305969,-73.99635315,24.3216086
0-4,40.75996399,-73.83018494,24.32078253
0-4,40.70228577,-73.93867493,24.31623833
0-4,40.69404602,-73.957901,24.31349045
0-4,40.6816864,-73.98399353,24.31167403
0-4,40.69129944,-73.957901,24.30687994
0-4,40.78742981,-73.98262024,24.30303948
0-4,40.71327209,-73.95240784,24.30184188
0-4,40.74760437,-73.96202087,24.30004248
0-4,40.81489563,-73.96064758,24.29971948
0-4,40.73112488,-73.95240784,24.2975053
0-4,40.77644348,-73.99223328,24.29190061
0-4,40.7585907,-73.94142151,24.28683403
0-4,40.67481995,-73.97575378,24.28372557
0-4,40.77232361,-73.92082214,24.28200478
0-4,40.71052551,-73.93730164,24.2771626
0-4,40.65284729,-73.95927429,24.27578098
0-4,40.79154968,-73.94828796,24.26965273
0-4,40.71739197,-73.98399353,24.26420563
0-4,40.73799133,-73.957901,24.26366678
0-4,40.71601868,-74.01695251,24.25947667
0-4,40.84373474,-73.9427948,24.24727986
0-4,40.79154968,-73.94966125,24.23807669
0-4,40.68580627,-73.98674011,24.23479418
0-4,40.64460754,-73.957901,24.23175778
0-4,40.76271057,-73.93318176,24.22446977
0-4,40.74485779,-73.9427948,24.22210115
0-4,40.75172424,-73.95652771,24.19485938
0-4,40.73112488,-73.86451721,24.19387566
0-4,40.7888031,-73.93867493,24.19170182
0-4,40.73661804,-73.87138367,24.19122835
0-4,40.77095032,-73.90708923,24.18987778
0-4,40.73936462,-73.96202087,24.1822774
0-4,40.69129944,-73.96064758,24.18132477
0-4,40.75035095,-73.90022278,24.17444166
0-4,40.8506012,-73.93318176,24.17066093
0-4,40.67344666,-73.83293152,24.16755027
0-4,40.66795349,-73.98536682,24.16416914
0-4,40.70228577,-73.93592834,24.16286021
0-4,40.73249817,-73.87138367,24.15802354
0-4,40.6816864,-73.96064758,24.15467201
0-4,40.69404602,-73.99360657,24.1533727
0-4,40.79566956,-73.87275696,24.15326266
0-4,40.79154968,-73.87275696,24.15326266
0-4,40.78056335,-73.87275696,24.15326266
0-4,40.79429626,-73.87275696,24.15326266
0-4,40.78330994,-73.87275696,24.15326266
0-4,40.79978943,-73.87275696,24.15326266
0-4,40.77644348,-73.87275696,24.15326266
0-4,40.78468323,-73.87275696,24.15326266
0-4,40.77781677,-73.87275696,24.15326266
0-4,40.78193665,-73.87275696,24.15326266
0-4,40.6967926,-73.95652771,24.15304978
0-4,40.66932678,-73.957901,24.15183641
0-4,40.75172424,-73.957901,24.14932537
0-4,40.74211121,-73.91670227,24.14496666
0-4,40.76820374,-73.97575378,24.14432792
0-4,40.76271057,-73.92219543,24.14252872
0-4,40.77232361,-73.91944885,24.13850056
0-4,40.78605652,-73.93730164,24.13818881
0-4,40.73661804,-73.95927429,24.13553012
0-4,40.70365906,-73.98674011,24.13319417
0-4,40.69541931,-73.957901,24.13256713
0-4,40.77095032,-73.88237,24.13125989
0-4,40.70228577,-73.92631531,24.11358529
0-4,40.68580627,-73.98536682,24.1048769
0-4,40.72151184,-73.93592834,24.10166813
0-4,40.70091248,-73.98948669,24.10047704
0-4,40.79841614,-73.94554138,24.09207222
0-4,40.73799133,-73.95927429,24.09201382
0-4,40.6816864,-73.99085999,24.0790332
0-4,40.79292297,-73.94691467,24.07020298
0-4,40.69541931,-73.99360657,24.0692082
0-4,40.74073792,-73.97026062,24.06880031
0-4,40.79292297,-73.93592834,24.06863457
0-4,40.86708069,-73.91944885,24.06524982
0-4,40.76408386,-73.93592834,24.06418361
0-4,40.70091248,-73.957901,24.06131498
0-4,40.64872742,-74.0196991,24.0612402
0-4,40.70228577,-73.94142151,24.05585527
0-4,40.67344666,-73.96339417,24.0553635
0-4,40.79154968,-73.97850037,24.05334608
0-4,40.70228577,-74.00596619,24.05000772
0-4,40.70365906,-74.00596619,24.05000772
0-4,40.72425842,-74.01145935,24.04394261
0-4,40.75172424,-73.96202087,24.04199666
0-4,40.79841614,-73.94416809,24.04006575
0-4,40.70915222,-73.98536682,24.02826756
0-4,40.76271057,-74.0032196,24.0150169
0-4,40.68031311,-73.99635315,24.00409329
0-4,40.75584412,-73.91532898,24.00302128
0-4,40.6816864,-73.99635315,24.00111694
0-4,40.64323425,-73.97987366,24.00110834
0-4,40.71052551,-73.98536682,24.00071884
0-4,40.76271057,-73.94691467,23.99817185
0-4,40.73936462,-73.88648987,23.99312353
0-4,40.65010071,-74.01695251,23.99191821
0-4,40.76545715,-73.93043518,23.9904627
0-4,40.80940247,-73.95652771,23.98461059
0-4,40.67893982,-74.01145935,23.98374613
0-4,40.75035095,-73.96202087,23.97857511
0-4,40.6816864,-73.99497986,23.97371627
0-4,40.77232361,-73.90846252,23.97331365
0-4,40.74623108,-73.96476746,23.97270537
0-4,40.7434845,-73.93043518,23.97111033
0-4,40.82313538,-73.93730164,23.96833153
0-4,40.727005,-73.96339417,23.96493531
0-4,40.78056335,-73.91670227,23.95991908
0-4,40.81626892,-73.94828796,23.95732749
0-4,40.69129944,-73.96888733,23.95494671
0-4,40.70228577,-73.92494202,23.95383723
0-4,40.73387146,-73.97026062,23.93955364
0-4,40.73387146,-73.97163391,23.93955364
0-4,40.75172424,-73.93592834,23.93947797
0-4,40.75309753,-73.94554138,23.93619918
0-4,40.70365906,-73.93730164,23.93331738
0-4,40.75721741,-73.94966125,23.93003609
0-4,40.72425842,-73.97712708,23.92814934
0-4,40.81214905,-73.93043518,23.92347431
0-4,40.83000183,-73.93867493,23.92048759
0-4,40.67481995,-73.9730072,23.91436446
0-4,40.76408386,-73.93455505,23.91172422
0-4,40.70915222,-73.93592834,23.91062863
0-4,40.75721741,-73.94828796,23.90679899
0-4,40.6967926,-73.95515442,23.902389
0-4,40.8190155,-73.94416809,23.90110291
0-4,40.76271057,-73.94828796,23.90078994
0-4,40.74211121,-73.96202087,23.89718186
0-4,40.84785461,-73.93592834,23.89513612
0-4,40.73799133,-73.93455505,23.89462612
0-4,40.65010071,-73.95927429,23.89321925
0-4,40.68305969,-73.94142151,23.89261386
0-4,40.67344666,-73.957901,23.89017433
0-4,40.73387146,-73.96888733,23.88770525
0-4,40.72151184,-73.94004822,23.88660506
0-4,40.74211121,-73.91807556,23.87595459
0-4,40.73387146,-73.96476746,23.86780932
0-4,40.69816589,-73.91395569,23.85654238
0-4,40.71464539,-73.97850037,23.85440763
0-4,40.7585907,-73.957901,23.85285213
0-4,40.67893982,-73.95240784,23.85091451
0-4,40.76820374,-73.9730072,23.84331903
0-4,40.66383362,-73.98399353,23.83911979
0-4,40.78605652,-73.93592834,23.83218027
0-4,40.85746765,-73.93318176,23.81767058
0-4,40.73936462,-73.96339417,23.8155704
0-4,40.69541931,-73.92906189,23.81477098
0-4,40.74211121,-73.95927429,23.81413169
0-4,40.67619324,-73.95378113,23.81278141
0-4,40.7736969,-73.86863709,23.81229661
0-4,40.80253601,-73.94142151,23.8118583
0-4,40.79566956,-73.97712708,23.81169817
0-4,40.74897766,-73.94966125,23.80943244
0-4,40.67481995,-73.957901,23.80886736
0-4,40.67756653,-73.97712708,23.80310787
0-4,40.74897766,-73.87138367,23.80270598
0-4,40.69404602,-73.94828796,23.79614198
0-4,40.7434845,-73.957901,23.79219038
0-4,40.73524475,-73.96064758,23.78908576
0-4,40.76133728,-73.94966125,23.78753048
0-4,40.69541931,-73.93180847,23.7874253
0-4,40.73936462,-73.96888733,23.78713346
0-4,40.81077576,-73.94966125,23.78478237
0-4,40.72151184,-73.97712708,23.77989397
0-4,40.73799133,-73.96476746,23.77495798
0-4,40.80116272,-73.93867493,23.77152661
0-4,40.8190155,-73.94004822,23.76895932
0-4,40.73936462,-73.96751404,23.76417554
0-4,40.67207336,-73.98948669,23.76374933
0-4,40.65834045,-73.80683899,23.76227382
0-4,40.76133728,-73.93730164,23.75788124
0-4,40.75447083,-73.93455505,23.75602079
0-4,40.74073792,-73.96614075,23.74974508
0-4,40.76820374,-73.9125824,23.74840795
0-4,40.73112488,-73.95652771,23.74296907
0-4,40.69953918,-73.92906189,23.73839796
0-4,40.69541931,-73.9276886,23.73705316
0-4,40.76683044,-73.99909973,23.73108627
0-4,40.69129944,-73.92219543,23.72848948
0-4,40.69404602,-73.93318176,23.72682055
0-4,40.70915222,-73.92494202,23.71926716
0-4,40.65834045,-73.80821228,23.70949245
0-4,40.7434845,-73.95927429,23.70922966
0-4,40.74073792,-73.87962341,23.69448363
0-4,40.74211121,-73.90846252,23.68917824
0-4,40.73661804,-73.95652771,23.68662101
0-4,40.6665802,-73.98399353,23.68348795
0-4,40.69541931,-73.95103455,23.67818085
0-4,40.82038879,-73.95240784,23.6705844
0-4,40.70365906,-73.96888733,23.64802014
0-4,40.70640564,-73.96888733,23.64802014
0-4,40.70228577,-73.9427948,23.64402567
0-4,40.68305969,-73.71757507,23.63468666
0-4,40.69816589,-73.95378113,23.63447552
0-4,40.70503235,-73.93730164,23.63125136
0-4,40.70228577,-73.93318176,23.62869065
0-4,40.74485779,-73.96476746,23.61808377
0-4,40.86845398,-73.92356873,23.61565004
0-4,40.70365906,-73.95378113,23.61007087
0-4,40.70228577,-73.95378113,23.61007087
0-4,40.70503235,-73.95378113,23.61007087
0-4,40.68580627,-73.95378113,23.60654224
0-4,40.76133728,-73.94828796,23.60651967
0-4,40.70915222,-73.97575378,23.60576496
0-4,40.73387146,-73.96339417,23.60474633
0-4,40.7434845,-73.96476746,23.60350987
0-4,40.74760437,-73.97026062,23.60063035
0-4,40.8190155,-73.94828796,23.59776815
0-4,40.68992615,-73.957901,23.59493068
0-4,40.71601868,-73.94828796,23.59489117
0-4,40.73661804,-73.8809967,23.59241044
0-4,40.67893982,-73.96202087,23.59148311
0-4,40.72151184,-73.84254456,23.5883693
0-4,40.73112488,-73.86039734,23.57974883
0-4,40.80802917,-73.93043518,23.57858613
0-4,40.80802917,-73.957901,23.57049686
0-4,40.74897766,-73.87413025,23.56970648
0-4,40.69541931,-73.9881134,23.56924205
0-4,40.72013855,-73.84529114,23.56291535
0-4,40.70228577,-73.96888733,23.56268817
0-4,40.67893982,-73.97575378,23.56178919
0-4,40.7736969,-73.91807556,23.55658957
0-4,40.68717957,-73.98262024,23.54816139
0-4,40.74211121,-73.91532898,23.54667208
0-4,40.72975159,-73.86039734,23.54638009
0-4,40.74897766,-73.9427948,23.54470648
0-4,40.70777893,-73.96888733,23.52608285
0-4,40.75996399,-73.94966125,23.52256593
0-4,40.82588196,-73.95240784,23.51956067
0-4,40.70777893,-73.93867493,23.51937233
0-4,40.72151184,-73.93455505,23.51906879
0-4,40.7283783,-73.85765076,23.51855239
0-4,40.70091248,-73.95515442,23.51522604
0-4,40.78056335,-73.98674011,23.51464853
0-4,40.73524475,-73.957901,23.51256572
0-4,40.78742981,-73.98399353,23.50695557
0-4,40.79292297,-73.97850037,23.50615143
0-4,40.81626892,-73.94966125,23.5026737
0-4,40.80940247,-73.95515442,23.49431784
0-4,40.73387146,-73.96751404,23.49037866
0-4,40.70915222,-73.97163391,23.48214116
0-4,40.67893982,-73.94691467,23.47981001
0-4,40.75584412,-74.00733948,23.47753178
0-4,40.77095032,-73.8809967,23.47734353
0-4,40.77095032,-73.87962341,23.47734353
0-4,40.75309753,-73.96202087,23.47287731
0-4,40.69404602,-73.99772644,23.47184418
0-4,40.8039093,-73.9427948,23.46484226
