hour,latitude,longitude,weight
0-4,40.75996399,-73.98124695,1177.092736
0-4,40.75172424,-73.99360657,1170.268014
0-4,40.73387146,-74.00596619,1160.006733
0-4,40.7585907,-73.98536682,1158.11532
0-4,40.75172424,-73.97575378,1151.833481
0-4,40.73249817,-74.00184631,1148.77333
0-4,40.74073792,-74.00184631,1148.703465
0-4,40.75584412,-73.97026062,1148.010293
0-4,40.75996399,-73.96202087,1147.340322
0-4,40.75447083,-73.98399353,1140.007506
0-4,40.71876526,-73.99223328,1139.044682
0-4,40.74485779,-74.00596619,1136.697614
0-4,40.7585907,-73.98124695,1134.728697
0-4,40.76408386,-73.99635315,1133.354139
0-4,40.76271057,-73.98674011,1131.054357
0-4,40.75172424,-73.97712708,1131.030837
0-4,40.76133728,-73.98262024,1130.415544
0-4,40.75721741,-73.98262024,1129.931142
0-4,40.76408386,-73.98536682,1127.334174
0-4,40.7283783,-73.9881134,1124.783233
0-4,40.76133728,-73.97987366,1124.271902
0-4,40.72151184,-73.99635315,1122.536286
0-4,40.727005,-74.00047302,1118.684679
0-4,40.76133728,-73.98536682,1115.976834
0-4,40.76545715,-73.97987366,1112.597209
0-4,40.727005,-73.98399353,1097.169303
0-4,40.76271057,-73.98536682,1097.166037
0-4,40.73936462,-74.0045929,1091.010983
0-4,40.73936462,-74.00733948,1079.276606
0-4,40.74760437,-73.98399353,1075.621348
0-4,40.75584412,-73.98536682,1071.087041
0-4,40.74897766,-73.98399353,1068.852418
0-4,40.7585907,-73.97026062,1066.678694
0-4,40.7434845,-73.9881134,1065.354456
0-4,40.73387146,-73.98948669,1064.959695
0-4,40.72013855,-73.99497986,1064.108206
0-4,40.75035095,-73.98674011,1056.872163
0-4,40.73799133,-74.00871277,1054.975435
0-4,40.71876526,-73.99360657,1053.849517
0-4,40.75035095,-73.99497986,1048.944128
0-4,40.75996399,-73.99085999,1048.261403
0-4,40.76271057,-73.98124695,1044.413499
0-4,40.73387146,-73.99909973,1044.053488
0-4,40.76683044,-73.98262024,1040.248988
0-4,40.7585907,-73.9881134,1033.401323
0-4,40.76271057,-73.98948669,1032.474257
0-4,40.74623108,-73.9881134,1030.211778
0-4,40.73799133,-73.9881134,1029.973991
0-4,40.73524475,-73.99085999,1025.169494
0-4,40.77644348,-73.95240784,1022.582556
0-4,40.73387146,-73.9881134,1013.929113
0-4,40.75584412,-73.97163391,1012.558708
0-4,40.76271057,-73.98399353,1010.824096
0-4,40.76271057,-73.96751404,1009.767838
0-4,40.75309753,-73.97850037,1000.828193
0-4,40.75721741,-73.98536682,1000.567238
0-4,40.72288513,-73.99223328,998.9876131
0-4,40.74485779,-73.99085999,998.4057972
0-4,40.73112488,-73.98948669,996.7105496
0-4,40.72288513,-73.98536682,993.467138
0-4,40.7434845,-73.97987366,990.8692673
0-4,40.72975159,-74.00184631,985.387347
0-4,40.64735413,-73.7903595,985.1754325
0-4,40.76545715,-73.98399353,977.1255124
0-4,40.72288513,-73.98948669,975.7433616
0-4,40.76133728,-73.98124695,971.9801688
0-4,40.73387146,-73.98674011,966.1420405
0-4,40.76408386,-73.97712708,965.2488098
0-4,40.73799133,-74.00047302,963.7135067
0-4,40.72013855,-73.99772644,959.8784021
0-4,40.7434845,-74.0032196,954.6106682
0-4,40.7585907,-73.97163391,951.1087819
0-4,40.73387146,-74.00047302,944.3914771
0-4,40.75447083,-73.98536682,937.6942414
0-4,40.74073792,-73.98674011,936.427936
0-4,40.76408386,-73.98399353,935.0480575
0-4,40.74485779,-73.98262024,934.611135
0-4,40.76545715,-73.98262024,934.4182694
0-4,40.75035095,-73.99085999,934.3021628
0-4,40.77781677,-73.95240784,933.9450714
0-4,40.75721741,-73.98674011,932.4822492
0-4,40.7434845,-73.98536682,930.4461293
0-4,40.75721741,-73.98399353,929.540189
0-4,40.72013855,-73.99635315,926.2184439
0-4,40.73112488,-73.98536682,923.6927295
0-4,40.71876526,-74.00047302,922.324745
0-4,40.74623108,-73.98536682,920.065026
0-4,40.75035095,-73.9881134,917.7627684
0-4,40.727005,-73.98948669,916.7745201
0-4,40.73524475,-73.98948669,916.5587124
0-4,40.7585907,-73.98399353,906.5799684
0-4,40.75309753,-73.9730072,898.7928504
0-4,40.74211121,-74.00733948,897.3852594
0-4,40.73112488,-74.0032196,895.7045079
0-4,40.76133728,-73.96339417,894.760074
0-4,40.73112488,-73.98262024,893.2931148
0-4,40.75721741,-73.9881134,891.1800233
0-4,40.78468323,-73.97712708,888.5465047
0-4,40.74211121,-74.00047302,885.9388008
0-4,40.75035095,-73.98399353,884.8508978
0-4,40.74211121,-73.99360657,883.5103717
0-4,40.73112488,-73.98674011,882.1476173
0-4,40.71464539,-74.00871277,874.1202345
0-4,40.75584412,-73.99085999,873.7511722
0-4,40.75172424,-73.97850037,873.290266
0-4,40.75309753,-73.97987366,873.0959378
0-4,40.76683044,-73.99635315,872.2355434
0-4,40.74485779,-73.98948669,865.3790989
0-4,40.75996399,-73.97987366,862.0143989
0-4,40.72975159,-73.98124695,858.3217453
0-4,40.75172424,-74.0032196,857.347537
0-4,40.74485779,-73.98536682,855.3160812
0-4,40.77232361,-73.98262024,849.1048862
0-4,40.75584412,-73.9730072,847.1355069
0-4,40.75309753,-73.97438049,846.6695524
0-4,40.75584412,-73.9881134,842.7195594
0-4,40.75172424,-73.98536682,841.0088173
0-4,40.75996399,-73.98262024,838.3884881
0-4,40.71464539,-73.98948669,838.2937445
0-4,40.77095032,-73.98262024,836.6562013
0-4,40.76271057,-73.97026062,835.9745433
0-4,40.76408386,-73.97850037,833.97239
0-4,40.76408386,-73.97163391,829.8425374
0-4,40.7585907,-73.98674011,828.4635081
0-4,40.71601868,-74.00871277,827.4772282
0-4,40.76133728,-73.97850037,826.1998817
0-4,40.75309753,-73.98536682,822.4764172
0-4,40.76957703,-73.86314392,822.4263918
0-4,40.71464539,-73.99223328,820.219001
0-4,40.74623108,-73.98399353,819.1257543
0-4,40.75996399,-73.99497986,818.0676787
0-4,40.73249817,-73.98948669,817.1399716
0-4,40.76133728,-73.99085999,817.1182118
0-4,40.73799133,-73.98399353,815.025985
0-4,40.76820374,-73.98124695,812.3961625
0-4,40.72975159,-73.99909973,810.7989842
0-4,40.727005,-73.99085999,810.2373295
0-4,40.72975159,-73.98536682,808.7813142
0-4,40.75172424,-73.97438049,808.7364123
0-4,40.75996399,-73.97438049,808.0988133
0-4,40.72563171,-73.99635315,806.832069
0-4,40.7283783,-73.98399353,798.281352
0-4,40.74485779,-73.98399353,794.6295616
0-4,40.7736969,-73.87413025,794.4778901
0-4,40.76820374,-73.98536682,793.8943621
0-4,40.73524475,-74.00596619,785.1190021
0-4,40.75584412,-73.97575378,779.6886289
0-4,40.7434845,-73.98948669,779.6330273
0-4,40.73661804,-73.98948669,778.6769984
0-4,40.72425842,-73.99360657,777.7936324
0-4,40.76133728,-73.97438049,776.5849744
0-4,40.75035095,-73.99223328,771.4613441
0-4,40.75035095,-73.97712708,771.4559782
0-4,40.73936462,-73.98262024,771.3394353
0-4,40.74485779,-73.98674011,770.8680831
0-4,40.727005,-73.9881134,769.6271444
0-4,40.72288513,-74.0032196,768.9909994
0-4,40.74211121,-73.98124695,768.4125707
0-4,40.7283783,-74.00184631,768.2202488
0-4,40.74623108,-73.97712708,768.0872515
0-4,40.76271057,-73.9730072,767.6752582
0-4,40.73936462,-73.98536682,766.8256954
0-4,40.73661804,-73.9881134,766.5826256
0-4,40.71876526,-73.98536682,765.3840864
0-4,40.72288513,-73.99360657,765.0284693
0-4,40.75447083,-73.98674011,763.8059511
0-4,40.74211121,-73.98674011,761.7522513
0-4,40.73799133,-74.01008606,761.7312226
0-4,40.76133728,-73.97163391,758.9674991
0-4,40.75035095,-73.98536682,758.0978203
0-4,40.7585907,-73.96751404,754.7697602
0-4,40.76271057,-73.97438049,753.002563
0-4,40.76545715,-73.98124695,752.2916173
0-4,40.73112488,-74.0045929,749.34835
0-4,40.70503235,-74.00733948,748.1826385
0-4,40.73936462,-74.00047302,746.860849
0-4,40.72425842,-73.99497986,745.982364
0-4,40.72288513,-74.0045929,744.6727863
0-4,40.73936462,-73.98674011,738.9429624
0-4,40.74897766,-73.98948669,738.5026724
0-4,40.76408386,-73.98948669,738.275747
0-4,40.76271057,-73.9881134,736.6436279
0-4,40.75584412,-73.98262024,735.0223936
0-4,40.75035095,-73.97575378,731.8228041
0-4,40.74485779,-73.99223328,729.8720087
0-4,40.7585907,-73.99223328,729.8121967
0-4,40.73799133,-73.98674011,728.0369726
0-4,40.75035095,-73.97438049,722.6170454
0-4,40.75035095,-74.0032196,722.2499824
0-4,40.727005,-73.99909973,721.3763476
0-4,40.74211121,-73.98948669,718.6779291
0-4,40.74760437,-73.98948669,718.0657881
0-4,40.75447083,-73.97163391,717.8504038
0-4,40.75035095,-74.00184631,717.2614219
0-4,40.74073792,-73.98536682,716.8299608
0-4,40.74623108,-73.98948669,715.7546458
0-4,40.73524475,-74.00047302,713.6895423
0-4,40.76133728,-73.96064758,711.4628863
0-4,40.73799133,-73.98948669,710.7884283
0-4,40.75721741,-73.99085999,710.6490734
0-4,40.75035095,-73.97163391,710.3192706
0-4,40.74623108,-73.98674011,707.8037024
0-4,40.75996399,-73.97575378,707.8002614
0-4,40.73799133,-73.99635315,706.7220781
0-4,40.73661804,-73.99085999,705.9150296
0-4,40.75996399,-73.9730072,703.979188
0-4,40.75996399,-73.97163391,703.4021014
0-4,40.7434845,-73.98674011,703.1411811
0-4,40.7585907,-73.98262024,700.1684264
0-4,40.72975159,-73.99085999,699.9272365
0-4,40.73387146,-73.98536682,696.47407
0-4,40.76408386,-73.97575378,694.7978738
0-4,40.75447083,-73.9730072,691.7928795
0-4,40.64735413,-73.78898621,690.0614681
0-4,40.76820374,-73.98399353,689.9171732
0-4,40.76957703,-73.98262024,687.9979775
0-4,40.76133728,-73.98948669,687.1596376
0-4,40.75996399,-73.96751404,684.5551262
0-4,40.72425842,-74.0032196,683.4771106
0-4,40.75172424,-73.98674011,682.8318448
0-4,40.72563171,-73.98948669,680.8854697
0-4,40.7585907,-73.99085999,680.6279315
0-4,40.74211121,-73.98399353,680.3369256
0-4,40.73799133,-73.99909973,679.7352846
0-4,40.75172424,-73.99085999,679.5081553
0-4,40.64460754,-73.77662659,677.8487952
0-4,40.74897766,-73.99223328,675.9348983
0-4,40.71876526,-73.99085999,675.7938912
0-4,40.7283783,-73.98674011,674.3611561
0-4,40.75447083,-73.99223328,673.1437742
0-4,40.73524475,-73.9881134,671.7634211
0-4,40.73524475,-73.99909973,670.4902265
0-4,40.727005,-73.98262024,670.1368606
0-4,40.74073792,-73.98948669,669.0799807
0-4,40.74211121,-73.97987366,668.4310673
0-4,40.74897766,-73.97712708,667.5049072
0-4,40.77232361,-73.95652771,664.6248598
0-4,40.70503235,-74.01008606,663.7761946
0-4,40.74073792,-73.99360657,662.0317421
0-4,40.77507019,-73.98262024,661.584071
0-4,40.74073792,-73.9881134,660.2399254
0-4,40.76683044,-73.98674011,660.0027972
0-4,40.73661804,-73.98536682,658.6416809
0-4,40.76545715,-73.98674011,658.4897883
0-4,40.73799133,-74.0045929,657.4981294
0-4,40.72425842,-73.99635315,655.9676264
0-4,40.73524475,-73.99223328,655.331064
0-4,40.73661804,-73.98674011,650.2058361
0-4,40.73661804,-74.00596619,648.6092699
0-4,40.71464539,-74.01008606,647.7493587
0-4,40.73387146,-73.99085999,646.9194838
0-4,40.7434845,-73.99223328,646.4637234
0-4,40.76133728,-73.9730072,645.4245008
0-4,40.76271057,-73.96888733,645.1399195
0-4,40.74623108,-73.99085999,642.9394831
0-4,40.72563171,-74.0032196,641.0128699
0-4,40.75721741,-73.99360657,638.2015248
0-4,40.75447083,-73.97438049,638.0332305
0-4,40.73799133,-74.0032196,637.8663522
0-4,40.70365906,-74.01145935,635.6954388
0-4,40.76133728,-73.96751404,635.2076788
0-4,40.75584412,-73.97712708,634.6101829
0-4,40.76133728,-73.97575378,633.9170581
0-4,40.74073792,-74.0032196,633.6148888
0-4,40.73112488,-73.98124695,630.7432074
0-4,40.72975159,-73.98399353,629.2052333
0-4,40.76545715,-73.97712708,628.6289955
0-4,40.75584412,-73.98948669,626.6001379
0-4,40.72563171,-73.99772644,626.2590853
0-4,40.76545715,-73.97575378,622.1267126
0-4,40.76133728,-73.96888733,619.9703034
0-4,40.75996399,-73.99223328,616.5232037
0-4,40.76545715,-73.97850037,615.1435544
0-4,40.73249817,-73.98399353,614.3036668
0-4,40.77919006,-73.95515442,613.5732412
0-4,40.73524475,-74.00184631,613.0285503
0-4,40.74623108,-73.98262024,612.4499297
0-4,40.7283783,-73.99085999,612.285381
0-4,40.75996399,-73.96476746,611.1589101
0-4,40.7585907,-73.96614075,610.5889154
0-4,40.7736969,-73.98262024,608.973439
0-4,40.72425842,-74.0045929,604.4409641
0-4,40.71601868,-74.00733948,602.9996352
0-4,40.71464539,-74.00733948,602.7708796
0-4,40.73524475,-73.98674011,602.0960753
0-4,40.74073792,-73.98124695,599.521561
0-4,40.78330994,-73.97850037,598.9234783
0-4,40.727005,-74.00184631,596.1724326
0-4,40.75172424,-73.97987366,595.8517055
0-4,40.74760437,-73.97712708,595.4181598
0-4,40.74211121,-73.98262024,595.1454488
0-4,40.74623108,-73.98124695,595.1368146
0-4,40.75035095,-73.99360657,592.6561211
0-4,40.75721741,-73.97438049,591.887096
0-4,40.727005,-73.98674011,590.5268482
0-4,40.75447083,-73.9881134,588.8787933
0-4,40.75172424,-73.9730072,587.7500956
0-4,40.76545715,-73.9881134,584.6770421
0-4,40.73936462,-73.99909973,584.3211533
0-4,40.72425842,-73.98536682,583.0460016
0-4,40.76271057,-73.96614075,581.8565713
0-4,40.73936462,-73.9881134,581.5371875
0-4,40.72425842,-73.9881134,580.5622213
0-4,40.73112488,-73.99085999,580.407946
0-4,40.77232361,-73.95515442,580.3459039
0-4,40.72975159,-73.97850037,579.780991
0-4,40.75309753,-73.97575378,578.3024003
0-4,40.75035095,-73.98262024,575.2013796
0-4,40.75584412,-73.97438049,574.5805364
0-4,40.74211121,-73.99223328,571.6858015
0-4,40.73661804,-74.00047302,571.6251332
0-4,40.71327209,-74.00871277,570.255449
0-4,40.73936462,-73.98399353,569.0333272
0-4,40.75447083,-73.97575378,567.4209859
0-4,40.74211121,-73.97850037,565.4569074
0-4,40.74897766,-73.9730072,562.0055338
0-4,40.75035095,-73.97850037,558.9796119
0-4,40.75996399,-73.97850037,558.4033315
0-4,40.70503235,-74.00871277,557.9646233
0-4,40.75172424,-73.97026062,557.7144151
0-4,40.73936462,-73.98948669,557.2556615
0-4,40.77781677,-73.98262024,557.0973755
0-4,40.77095032,-73.95652771,556.8152085
0-4,40.74897766,-73.99497986,555.6789321
0-4,40.76408386,-73.95378113,554.6531248
0-4,40.71464539,-74.01557922,554.3797847
0-4,40.77919006,-73.98124695,551.968188
0-4,40.75447083,-73.97987366,551.5740657
0-4,40.75172424,-73.99223328,551.0877785
0-4,40.75309753,-73.97712708,551.0763404
0-4,40.70640564,-74.00871277,549.6728028
0-4,40.76408386,-73.97987366,548.5308111
0-4,40.71876526,-74.00596619,547.3845259
0-4,40.74897766,-73.97575378,546.0020385
0-4,40.74211121,-73.99772644,545.7769081
0-4,40.77919006,-73.95103455,545.0041126
0-4,40.74485779,-73.99909973,541.9325823
0-4,40.75996399,-73.96888733,541.0888953
0-4,40.73524475,-73.98536682,538.3615181
0-4,40.74211121,-73.9881134,538.1146925
0-4,40.74485779,-73.99772644,534.3654906
0-4,40.7434845,-73.98124695,534.0075793
0-4,40.74073792,-73.97850037,532.9434279
0-4,40.74623108,-73.97987366,531.6867088
0-4,40.76133728,-73.9881134,530.7867088
0-4,40.75309753,-73.99360657,530.2033215
0-4,40.76133728,-73.97026062,529.141602
0-4,40.78742981,-73.97712708,528.9156682
0-4,40.76408386,-73.99223328,528.8931424
0-4,40.75447083,-73.97712708,528.2132487
0-4,40.76133728,-73.96614075,528.1612755
0-4,40.71464539,-73.99772644,527.4586075
0-4,40.7283783,-74.0045929,526.5228422
0-4,40.72013855,-74.00596619,525.9253666
0-4,40.77919006,-73.95378113,524.9784657
0-4,40.70777893,-74.0045929,524.7743584
0-4,40.7585907,-73.9730072,524.5586566
0-4,40.72975159,-74.0045929,524.1005752
0-4,40.7434845,-74.0045929,523.9740859
0-4,40.72288513,-73.99772644,520.0863609
0-4,40.73661804,-73.99223328,519.5602069
0-4,40.71739197,-73.957901,519.3366932
0-4,40.73799133,-73.99085999,519.2845383
0-4,40.73249817,-74.00596619,518.4139489
0-4,40.73799133,-73.99772644,517.5088009
0-4,40.75721741,-73.96614075,514.9994962
0-4,40.72151184,-74.01008606,513.8933429
0-4,40.72425842,-73.99772644,513.1456843
0-4,40.72563171,-74.0045929,510.1518009
0-4,40.7434845,-73.98262024,509.2046651
0-4,40.71739197,-73.99085999,508.2996526
0-4,40.75172424,-73.97163391,507.5777561
0-4,40.72975159,-73.99223328,506.2704047
0-4,40.75447083,-73.99085999,504.0053926
0-4,40.75309753,-73.98674011,503.094397
0-4,40.7283783,-74.0032196,502.8447846
0-4,40.7283783,-73.98262024,502.4036167
0-4,40.80116272,-73.96751404,501.8739259
0-4,40.75309753,-73.98124695,500.6659754
0-4,40.74485779,-73.97987366,499.6734243
0-4,40.77644348,-73.98262024,499.5139364
0-4,40.75035095,-73.98948669,499.4265801
0-4,40.75721741,-73.9730072,498.2697909
0-4,40.7434845,-73.97712708,497.7571273
0-4,40.74760437,-73.99360657,496.9230959
0-4,40.75035095,-73.9730072,496.6703422
0-4,40.74073792,-73.99772644,496.5832024
0-4,40.78056335,-73.98124695,496.330083
0-4,40.75035095,-73.98124695,496.2068872
0-4,40.72563171,-73.99360657,494.4307464
0-4,40.74211121,-74.00184631,493.9576143
0-4,40.75309753,-73.99223328,493.9517596
0-4,40.73936462,-73.99497986,492.4748344
0-4,40.72151184,-73.98536682,491.9752364
0-4,40.75996399,-73.97026062,491.1572278
0-4,40.74485779,-73.99497986,491.0539873
0-4,40.75309753,-73.99635315,490.9919145
0-4,40.72563171,-73.98674011,490.3127524
0-4,40.72288513,-73.99635315,489.6059823
0-4,40.73112488,-73.99909973,489.5074047
0-4,40.72013855,-73.99909973,488.927661
0-4,40.76957703,-73.98124695,488.3947871
0-4,40.7434845,-73.99909973,488.0428248
0-4,40.73249817,-74.0045929,486.295499
0-4,40.7585907,-73.99360657,486.2423043
0-4,40.77644348,-73.95515442,486.1581833
0-4,40.74073792,-73.99223328,484.6379471
0-4,40.73799133,-74.00596619,484.2116368
0-4,40.77507019,-73.95378113,482.5882941
0-4,40.7585907,-73.97850037,482.5481635
0-4,40.74897766,-73.98262024,481.4297483
0-4,40.73799133,-74.00184631,481.1099614
0-4,40.72425842,-73.98674011,481.0325824
0-4,40.76133728,-73.96202087,480.0842912
0-4,40.72425842,-73.98399353,479.8415068
0-4,40.76408386,-73.99497986,479.6607353
0-4,40.76271057,-73.97712708,479.1552336
0-4,40.70365906,-74.01008606,479.1196755
0-4,40.75447083,-73.97850037,478.1616662
0-4,40.76271057,-73.97987366,477.4707781
0-4,40.73799133,-73.99223328,477.3475824
0-4,40.78605652,-73.97575378,475.1776454
0-4,40.727005,-73.97987366,474.0397002
0-4,40.72013855,-74.01008606,473.5933146
0-4,40.71876526,-73.99497986,473.1923153
0-4,40.71464539,-73.99085999,472.8439283
0-4,40.75172424,-73.98262024,472.1778851
0-4,40.727005,-74.0032196,470.8531335
0-4,40.7585907,-73.97712708,470.3171129
0-4,40.75584412,-73.99223328,470.0373228
0-4,40.75309753,-73.97026062,467.6779253
0-4,40.71876526,-73.99909973,466.8161555
0-4,40.73936462,-74.00871277,465.8926977
0-4,40.7434845,-73.99360657,465.6299965
0-4,40.72975159,-73.99360657,465.5984698
0-4,40.75721741,-73.99223328,465.3610601
0-4,40.70640564,-74.01008606,465.2090149
0-4,40.73387146,-74.0045929,465.0958736
0-4,40.75721741,-73.97575378,463.8361593
0-4,40.7434845,-73.99635315,463.131381
0-4,40.74073792,-73.98262024,462.7086104
0-4,40.7585907,-73.97438049,461.5000899
0-4,40.73936462,-73.99085999,460.6220201
0-4,40.73799133,-73.98124695,458.5219502
0-4,40.7585907,-73.97987366,458.4071998
0-4,40.74485779,-73.99360657,456.1923545
0-4,40.72013855,-73.99085999,455.4019493
0-4,40.73661804,-73.98399353,454.1547758
0-4,40.73524475,-73.99360657,453.5444277
0-4,40.72288513,-73.98262024,452.0574691
0-4,40.73661804,-73.99360657,451.8594619
0-4,40.75584412,-73.97850037,450.7562247
0-4,40.7736969,-73.95515442,450.5158128
0-4,40.7434845,-73.99085999,449.6607816
0-4,40.72975159,-73.97987366,449.2378648
0-4,40.76133728,-73.97712708,448.5790557
0-4,40.74211121,-73.99085999,446.4706437
0-4,40.74073792,-73.99085999,446.3892986
0-4,40.75996399,-73.97712708,445.755555
0-4,40.74623108,-73.99360657,445.5359171
0-4,40.76133728,-73.96476746,444.7311676
0-4,40.74485779,-73.99635315,443.3181937
0-4,40.78330994,-73.97987366,438.5097903
0-4,40.64460754,-73.78074646,437.4463317
0-4,40.75721741,-73.98124695,436.137689
0-4,40.73112488,-73.98399353,435.5031533
0-4,40.73249817,-73.98124695,435.4166027
0-4,40.74760437,-73.99223328,435.1616935
0-4,40.75584412,-73.97987366,434.3936511
0-4,40.71739197,-74.00047302,433.3075328
0-4,40.71327209,-73.957901,432.7355246
0-4,40.75172424,-73.98124695,431.5033353
0-4,40.727005,-73.99497986,430.5453462
0-4,40.73112488,-73.99223328,429.9069942
0-4,40.7283783,-73.99223328,429.7566832
0-4,40.71052551,-73.96339417,426.9976445
0-4,40.7283783,-73.98124695,426.5582324
0-4,40.7283783,-73.99360657,425.7212397
0-4,40.78056335,-73.94966125,424.8439282
0-4,40.73249817,-73.98262024,424.5196506
0-4,40.74485779,-73.97575378,424.1113548
0-4,40.71876526,-74.00184631,422.1534403
0-4,40.75035095,-74.0045929,421.9950623
0-4,40.72288513,-73.99497986,421.4144476
0-4,40.71739197,-73.99497986,420.672607
0-4,40.70228577,-74.01283264,420.1877895
0-4,40.7736969,-73.98124695,420.1744317
0-4,40.74760437,-74.0045929,416.8558274
0-4,40.71052551,-73.95378113,415.572856
0-4,40.75584412,-73.99360657,414.1505857
0-4,40.78605652,-73.97712708,412.2038439
0-4,40.8039093,-73.96614075,412.1602447
0-4,40.7585907,-73.97575378,410.927282
0-4,40.74897766,-73.99085999,410.603271
0-4,40.78742981,-73.97575378,409.4698532
0-4,40.73661804,-73.99772644,409.0860678
0-4,40.75172424,-73.98948669,409.0128704
0-4,40.75035095,-73.97987366,408.6280812
0-4,40.76271057,-73.97575378,408.5032317
0-4,40.76271057,-73.99360657,408.1742584
0-4,40.75309753,-73.99085999,404.2449847
0-4,40.73661804,-73.99635315,404.1631746
0-4,40.76271057,-73.99635315,403.5748304
0-4,40.76408386,-73.95927429,400.6798741
0-4,40.77919006,-73.98262024,399.9162567
